Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,It looked......like a child much younger than Maria.,It looked...like a child much younger than Maria. ,"It looked, ......like a child much younger than Maria.",それは、……真里亞よりずっと幼い子どもに見えた。,[=JP],Им оказался... Ребёнок гораздо моложе Марии.,Parecia‐se......com uma criança muito mais nova que Maria.,看起来，……那是个比真里亚小得多的孩子。,看起來，……那是個比真里亞小得多的孩子。,Aveva l'aspetto... di un bambino molto più piccolo di Maria.,Parecía ser... un niño mucho más joven que María.,ﺑﺪﺍ...... ﻛﻄﻔﻞ ﺃﺻﻐﺮ ﺑﻜﺜﻴﺮ ﻣﻦ ﻣﺎﺭﻳﺎ.
,......Who is that? I didn't know him.,...Who is it? I don't know this kid. ,"......Who is it?I don't know this kid.",……誰だろう。知らない子だった。,[=JP],......Кто это? Я не знаю этого малыша.,......Quem é ela? Eu não a conheço.,……是谁呢？不认识。,……是誰呢？不認識。,... Chi era? Non conosco questo bambino.,... ¿Quién es? No conozco a este niño.,......ﻣﻦ ﻫﺬﺍ؟ ﻟﻢ ﺃﻛﻦ ﺃﻋﺮﻓﻪ.
,"But, the expression on his face was like a lost child separated from his parents.","But, the expression on his face was like a lost child separated from his parents. ","But, the expression on his face was like a lost child separated from his parents.",でも、浮かべている表情はまるで、親とはぐれてしまった迷子の子のよう。,[=JP],"Однако у него было выражение лица ребёнка, который потерял своих родителей и теперь не может их найти.",Mas a expressão em seu rosto era como a de uma criança perdida que havia se separado de seus pais.,不过，他脸上浮现出的表情，就像一个与父母走散了的迷路了的小孩。,不過，他臉上浮現出的表情，就像一個與父母走散了的迷路了的小孩。,Ma l'espressione sul suo volto era quella di un bambino che si era perso e non trovava i genitori.,"Pero, la expresión en su rostro parecía la de un niño perdido separado de sus padres.",ﻟﻜﻦ، ﻛﺎﻧﺖ ﺗﻌﺎﺑﻴﺮ ﻭﺟﻬﻪ ﻛﻄﻔﻞ ﺗﺎﺋﻪ ﻓﻘﺪ ﻭﺍﻟﺪﻳﻪ.
,"...As a parent with a daughter myself, I felt as though my chest was being torn apart...","...As a parent with a daughter herself, Rosa felt as though her chest had been torn apart... ","...As a parent with a daughter herself, Rosa felt as though her chest had been torn apart...",…娘を持つ親として、胸が掻き毟られる感情を覚える…。,[=JP],"...Сама будучи родителем, Роза почувствовала, что у неё разрывается сердце...","...Como mãe, eu senti como se meu peito estivesse sendo dilacerado...",…身为有一个女儿的母亲，我不禁感到一阵揪心…。,…身為有一個女兒的母親，我不禁感到一陣揪心…。,"... In quanto Madre con una figlia lei stessa, Rosa sentì come se il suo petto fosse appena stato fatto a pezzi...","... Como madre de una hija, Rosa sintió que su pecho había sido desgarrado...",...ﻛﺄﻡ ﻟﺪﻳﻬﺎ ﺍﺑﻨﺔ، ﺁﻟﻤﻨﻲ ﻫﺬﺍ ﺍﻷﻣﺮ ﻟﺪﺭﺟﺔ ﺍﻧﻘﺒﺎﺽ ﻗﻠﺒﻲ...
Sakutarou,‘........................Uryu.’,‘............Uryu.’ ,"『.....................Uryu.』",『……………………うりゅ。』,『……………………うりゅ』,{p:0:『}.....................Урю.{p:0:』},[=UP],『……………………呜溜。』,『……………………嗚溜。』,{p:0:『}... Uryu. {p:0:』},‘... Uryu.’,‘........................ﺃﻭﺭﻳﻮ.’
Ushiromiya Rosa,"""......ah— ............""","""...Ah! ......"" ","""......Ah, ............""",「……あツ、…………、」,「……あッ、…………、」,"""......Ах...""",[=UP],「……啊、…………、」,[=CN],"""... Ah...""",[=ITA],"""......ﺁﻩ— ............"""
,"The instant the kid muttered that infantile word, ......I felt a sharp pain in the half of my face that was aching from the cold floor, as though it had been pierced by long, thin, hard needles.","The instant the kid muttered that infantile word, ...she felt pain in the half of her face that had started hurting from the cold floor, as though it had been pierced by long, thin, hard needles. ","The instant the kid muttered that infantile word, ......she felt pain in the half of her face that had started hurting from the cold floor, as though it had been pierced by long, thin, hard needles.",その子が幼児言葉のようなものを呟いた瞬間、……冷たい床で痛んだ顔の左半分が、細くて硬くて長い針でぷすりと貫かれたような痛みを感じた。,[=JP],"Стоило только этому ребёнку пробормотать это инфантильное слово, как Роза ощутила, словно ту половину лица, которой во сне прижималась к холодному полу, пронзили длинные, тонкие и твёрдые иглы.","No instante em que a criança murmurou aquela palavra infantil, ......eu senti uma afiada dor na lateral do meu rosto, que ainda coçava por causa do piso frio, como se tivesse sido perfurada por uma longa, fina e sólida agulha.",在那孩子嘟哝这句幼儿语的瞬间，……我在因压在冰冷的地上而发疼的左半边脸上，感到了犹如噗地扎进了一根又细又硬的长针般的痛楚。,在那孩子嘟噥這句幼兒語的瞬間，……我在因壓在冰冷的地上而發疼的左半邊臉上，感到了猶如噗地扎進了一根又細又硬的長針般的痛楚。,"Nello stesso istante in cui il bambino biascicò quella parola infantile... lei avvertì dolore in quel lato della faccia che aveva cominciato a farle male a causa del pavimento gelido, come se fosse stata trapassata da aghi lunghi, duri e sottili.","En el instante en que el niño murmuró aquella palabra infantil, sintió dolor en la mitad de su rostro que había comenzado a doler por el frío suelo, como si hubiese sido herida por largas, finas y duras agujas.",ﻓﻲ ﺍﻟﻠﺤﻈﺔ ﺍﻟﺘﻲ ﺗﻤﺘﻢ ﻓﻴﻬﺎ ﺍﻟﻄﻔﻞ ﺑﺘﻠﻚ ﺍﻟﻜﻠﻤﺔ ﺍﻟﻄﻔﻮﻟﻴﺔ، ......ﺷﻌﺮﺕ ﺑﺄﻟﻢ ﺣﺎﺩ ﻓﻲ ﺟﺎﻧﺐ ﻭﺟﻬﻲ ﺍﻟﺬﻱ ﻛﺎﻥ ﻳﺆﻟﻤﻨﻲ ﻣﻦ ﺍﻷﺭﺿﻴﺔ ﺍﻟﺒﺎﺭﺩﺓ، ﻛﺄﻥ ﺇﺑﺮﺓ ﺭﻓﻴﻌﺔ ﺍﺧﺘﺮﻗﺘﻪ.
,I reflexively pressed my hand against that side of my face.,"Without thinking, she pressed her hand against that side of her face. ","Without thinking, she pressed her hand against that side of her face.",思わず手で、痛んだ側の顔を押さえてしまう。,[=JP],"Не задумываясь, она прижала ладонь к той стороне лица.","Reflexivamente, eu pressionei minha mão conta a lateral do meu rosto.",我下意识地用手按住了发痛的侧脸。,我下意識地用手按住了發痛的側臉。,Senza pensarci premette la mano contro quella parte del viso.,"Sin pensarlo, presionó su mano contra la zona adolorida de su cara.",ﺿﻐﻄﺖ ﻳﺪﻱ ﺑﺸﻜﻞ ﻻ ﺇﺭﺍﺩﻱ ﻋﻠﻰ ﺫﻟﻚ ﺍﻟﺠﺎﻧﺐ ﻣﻦ ﻭﺟﻬﻲ.
Sakutarou,‘......Are you okay......? Does it still hurt......?’,‘...Are you all right...? Does it still hurt...?’ ,"『......Are you alright......?  Does it still hurt......?』",『……大丈夫……？　まだ痛い……？』,[=JP],{p:0:『}......Ты в порядке? Всё ещё болит?{p:0:』},‘......Você está bem......? Ainda está doendo......?’,『……要不要紧……？还很疼……？』,『……要不要緊……？還很疼……？』,{p:0:『}... Tutto bene...? Ti fa ancora male...??{p:0:』},‘... ¿Estás bien?... ¿Aún duele?...’,‘......ﻫﻞ ﺃﻧﺖِ ﺑﺨﻴﺮ......؟ ﻫﻞ ﻣﺎ ﺯﺍﻝ ﻳﺆﻟﻢ......؟’
Ushiromiya Rosa,"""...Thank you, little guy. .........Where is this...? It's really......cold.""","""...Thanks, I'm fine, little guy. ......Where are we...? It's really...cold."" ","""...Thank you, little guy.  .........Where is this...?  It's really, ......cold.""",「…ありがとう、僕。………ここはどこ…？　すごく、……寒いわ。」,「…ありがとう、僕。………ここはどこ…？　すごく、……寒いわ」,"""...Спасибо малыш. .........Где мы? Тут очень... холодно.""","""...Obrigada, garotinho. .........Que lugar é esse...? Está muito......frio.""",「…谢谢，小弟弟。………这里是哪…？好，……冷呢。」,「…謝謝，小弟弟。………這裡是哪…？好，……冷呢。」,"""... Grazie, ragazzino. ... Dove ci troviamo...? Fa davvero molto... freddo.""","""... Gracias, pequeño... ¿Dónde estamos?... Realmente... hace frío.""","""...ﺷﻜﺮﺍً ﻟﻚ ﻳﺎ ﺻﻐﻴﺮﻱ. .........ﺃﻳﻦ ﻫﺬﺍ ﺍﻟﻤﻜﺎﻥ...؟ ﺇﻧﻪ ﺣﻘﺎً...... ﺑﺎﺭﺩ."""
Sakutarou,‘......Come this way...... You can't be here......’,‘...Come this way... You mustn't stay here...’ ,"『......Come this way......  You must not be here......』",『……こっちへ来て……。ここにいちゃいけない……。』,『……こっちへ来て……。ここにいちゃいけない……』,{p:0:『}......Идём со мной... Ты не должна здесь находиться...{p:0:』},‘......Venha por aqui...... Você não pode ficar aqui......’,『……来，往这走……。不可以待在这里……』,『……來，往這走……。不可以待在這裡……』,{p:0:『}... Vieni da questa parte... non dovresti essere qui...?{p:0:』},‘... Ven por aquí... No deberías estar aquí...’,‘......ﺗﻌﺎﻟﻲ ﻣﻦ ﻫﻨﺎ...... ﻻ ﻳﺠﺐ ﺃﻥ ﺗﺒﻘﻲ ﻫﻨﺎ......’
,"He took my other hand and pulled, with a grim expression on his face.",That child took my other hand and pulled with a grim expression on his face. ,"That child took my other hand and pulled with a grim expression on his face.",その子は私のもう片方の手を取ると、悲壮な表情で引っ張った。,[=JP],"Взяв меня за другую руку, этот мальчик с непреклонным выражением лица потянул меня за неё.","Ele pegou na minha outra mão e a puxou, com um sorriso eu seu rosto.",那孩子抓住了我的另一只手，表情悲壮地要拉我走。,那孩子抓住了我的另一只手，表情悲壯地要拉我走。,"Quel bambino mi afferrò l'altra mano e mi tirò, con una cupa espressione sul volto.",Ese niño tomó mi otra mano y la jaló con una expresión sombría en su rostro.,ﺃﻣﺴﻚ ﺑﻴﺪﻱ ﺍﻷﺧﺮﻯ ﻭﺳﺤﺒﻨﻲ، ﻭﻋﻠﻰ ﻭﺟﻬﻪ ﺗﻌﺎﺑﻴﺮ ﻣﺘﺠﻬﻤﺔ.
,"......I don't have a clue what's going on. However, a single honest expression from a child...can often tell the truth better than a hundred empty words from an adult.","...Rosa didn't have a clue what was going on. However, a single honest expression on a child... can often tell the truth better than a hundred words from an adult. ","......I didn't have a clue what was going on.However, a single honest expression on a child, can often tell the truth better than a hundred words from an adult.",……何が何だかわからない。でも、子どもの素直な表情はそれ一つで、大人の口先だけの百の言葉よりも、真実を語ることが多い。,[=JP],"......Я не имела ни малейшего понятия о том, что же происходило. Однако одно лишь честное лицо ребёнка чаще всего способно передать правду лучше, чем сотня слов взрослого.","......Eu não faço ideia do que está acontecendo. Porém, uma única e honesta expressão facial de uma criança...é capaz de contar a verdade de forma mil vezes melhor que as palavras vazias de um adulto.",……这也好那也好，全都搞不懂。不过，小孩子一个诚实的表情，比大人的一百句话都更能说明真实。,……這也好那也好，全都搞不懂。不過，小孩子一個誠實的表情，比大人的一百句話都更能說明真實。,"... Non capivo cosa stesse succedendo. Eppure, una singola onesta espressione di un bambino, può spesso dire la verità meglio di cento parole di un adulto.","... No tenía idea de qué estaba pasando. Pero, la sola expresión honesta de un niño... a menudo puede decir la verdad mejor que cien palabras expresadas por un adulto.",......ﻟﻴﺲ ﻟﺪﻱ ﺃﺩﻧﻰ ﻓﻜﺮﺓ ﻋﻤﺎ ﻳﺤﺪﺙ. ﻟﻜﻦَّ ﺗﻌﺒﻴﺮًﺍ ﻭﺍﺣﺪًﺍ ﺻﺎﺩﻗًﺎ ﻣﻦ ﻃﻔﻞٍ...ﻛﻔﻴﻞٌ ﺑﺄﻥ ﻳﻜﺸﻒَ ﺍﻟﺤﻘﻴﻘﺔَ ﺃﺣﻴﺎﻧًﺎ ﺃﺻﺪﻕَ ﻣﻦ ﻣﺌﺔِ ﻛﻠﻤﺔٍ ﺟﻮﻓﺎﺀَ ﻣﻦ ﺷﺨﺺٍ ﺑﺎﻟﻎٍ.
,"She didn't understand the situation, but even so, Rosa dashed along with him wherever she was pulled...","She didn't know the situation, but even so, she dashed along with him, still being pulled... ","She didn't know the situation, but even so, Rosa dashed along with him, still being pulled...",事情はわからないが、とにかく楼座は手を引かれるままに一緒に駆け出す…。,[=JP],"И хотя она не понимала, что творится, Роза всё равно побежала с ним, до сих пор утягиваемая за руку...","Ela não entendeu o que estava acontecendo, mas mesmo assim, Rosa seguiu junto a ele assim que foi puxada...",虽不明内情，但楼座姑且是被拉着手，跟他一起跑了起来…。,雖不明內情，但樓座姑且是被拉著手，跟他一起跑了起來…。,"Non era a conoscenza della situazione, ma nonostante ciò iniziò a seguirlo, venendo ancora tirata...","No conocía bien la situación, pero aun así, Rosa corrió a su lado, siendo jalada por él...",ﻟﻢ ﺗﻜﻦ ﺭﻭﺯﺍ ﺗﻔﻬﻢ ﻣﺎ ﻳﺠﺮﻱ، ﻟﻜﻨﻬﺎ ﺭﻛﻀﺖ ﻣﻌﻪ ﺣﻴﺚ ﻛﺎﻥ ﻳﻘﻮﺩﻫﺎ...
