Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Ushiromiya Ange,"""...............I'm sorry... It looks like summoning you is the most I can do.""","""......I'm sorry... It looks like summoning you is the most I can do."" ","""............I'm sorry...  It looks like summoning you is the most I can do.""",「……………ごめんなさいね…。私にはあなたひとりを呼び出すのがやっとみたい。」,「……………ごめんなさいね…。私にはあなたひとりを呼び出すのがやっとみたい」,"""............Прости... Похоже, призыв тебя — это всё, на что у меня хватает сил.""","""...............Me desculpe... Parece que invocar você é o máximo que eu consigo fazer.""",「……………对不起…。我好像只能勉勉强强召唤你一个。」,「……………對不起…。我好像只能勉勉強強召喚你一個。」,"""... Mi spiace... sembra che evocare te sia il massimo che io possa fare.""","""... Lo siento... Parece que invocarte es lo más que puedo hacer.""","""...............ﺃﻧﺎ ﺁﺳﻔﺔ... ﻳﺒﺪﻭ ﺃﻥ ﺍﺳﺘﺪﻋﺎﺀ ﻭﺍﺣﺪﺓ ﻣﻨﻜﻦّ ﻫﻮ ﺃﻗﺼﻰ ﻣﺎ ﻳﻤﻜﻨﻨﻲ ﻓﻌﻠﻪ."""
Mammon,"""Well, I guess I'm alright with that. After all, of all the Seven Sisters, I get the role of Ange‐sama's furniture all to myself. ......What do you think, Ange‐sama? Will I be a burden by myself?""","""Well, I guess I'm okay with that. After all, of all the Seven Sisters, I get Ange-sama all to myself. ...What do you think, Ange-sama? If it's just me, will it be a burden for you?"" ","""Well, I guess I'm alright with that.  After all, of all the Seven Sisters, I get Ange-sama all to myself.  ......What do you think, Ange-sama?  Will I be a burden by myself?""",「ま、私はこれでもいいかな。だって、七姉妹で私だけが縁寿さまの家具を独り占めだし。……いかがですか、縁寿さま。私ひとりなら負荷にはなりませんか？」,[=JP],"""Ну, полагаю, я не против. В конце концов, из всех семи сестёр я одна заберу себе всю Энджи‐сама. ......Как думаете, Энджи‐сама? Буду ли я одна в тягость?""","""Bem, acho que estou bem assim. Afinal, entre todas as Sete Irmãs, fui eu quem ganhou o papel de mobília da Ange‐sama só para si.{n}......O que você acha, Ange‐sama? Eu sozinha serei um fardo?""",「不过，这倒也不错。毕竟，在七姐妹中，我一人独占了缘寿小姐的家具之座呢。……感觉如何，缘寿小姐？光我一个是不会感到有负担的吧？」,「不過，這倒也不錯。畢竟，在七姐妹中，我一人獨佔了緣壽小姐的家具之座呢。……感覺如何，緣壽小姐？光我一個是不會感到有負擔的吧？」,"""Beh, immagino mi stia bene così. Dopotutto, fra tutte le Sette Sorelle, ho Ange-sama solo per me. ... Cosa ne pensa, Ange-sama? Sarò un fardello da sola?""","""Bueno, supongo que estoy bien con eso. Después de todo, de todas las Siete Hermanas, tengo a Ange-sama para mí sola... ¿Qué piensa, Ange-sama? ¿Seré yo sola una carga?""","""ﺣﺴﻨًﺎ، ﻻ ﻣﺸﻜﻠﺔ ﻟﺪﻱّ ﻓﻲ ﻫﺬﺍ. ﻓﻬﺬﺍ ﻳﻌﻨﻲ ﺃﻧﺎ ﻭﺣﺪﻱ ﻣﻦ ﺳﺘﻨﻌﻢ ﺑﺸﺮﻑ ﺃﻥ ﺃﻛﻮﻥ ﺃﺛﺎﺛﻚ. ......ﻣﺎ ﺭﺃﻳﻚ ﻳﺎ ﺇﻧﺠﻲ-ﺳﺎﻣﺎ؟ ﻫﻞ ﺳﺄﺛﻘﻞ ﻋﻠﻴﻚ ﻭﺃﻧﺎ ﺑﻤﻔﺮﺩﻱ?"""
Ushiromiya Ange,"""No, I can manage you alone somehow...""","""No, I think I'll be able to manage you alone somehow..."" ",[=UP],「えぇ、あなた一人なら何とかね…。」,「えぇ、あなた一人なら何とかね…」,"""Нет, я могу как‐то справляться с одной тобой...""","""Não, eu consigo lidar com você sozinha de alguma forma...""",「嗯，光你一个还好…」,「嗯，光你一個還好…」,"""No, in qualche modo riesco a gestirti da sola...""","""No, de algún modo puedo contigo...""","""ﻛﻼ، ﺃﻋﺘﻘﺪ ﺃﻧّﻲ ﺃﺳﺘﻄﻴﻊ ﺗﺤﻤﻞ ﻭﺟﻮﺩﻙ ﻧﻮﻋًﺎ ﻣﺎ..."""
Mammon,"""Great! Then please train a lot and cultivate a lot of magic power. And someday, please let me serve you as one of the fully assembled Seven Sisters. Promise?""","""Great! Then please train a lot and cultivate your magic power a bunch. Then someday, for sure, please bring the Seven Sisters together and let us serve you. Promise?"" ","""Great!  Then please train a lot and cultivate your magic power a lot.  Then someday, for sure, please bring the Seven Sisters together and let us serve you.  Promise?""",「良かったぁ！　なら、いっぱい修行して、いっぱい魔力を養って下さい。そして、いつかきっと七姉妹で揃ってお仕えさせて下さい。約束ですよ？」,[=JP],"""Замечательно! Тогда, пожалуйста, тренируйтесь больше и как следует развивайте свою магическую силу. Тогда когда‐нибудь, пожалуйста, наверняка призовите остальных сестёр вместе и позвольте нам служить вам. Обещаете?""","""Ainda bem! Então, por favor, treine muito e cultive muito poder mágico. E um dia, por favor, deixe‐me servi‐la junto à todas as Sete Irmãs reunidas. Promete?""",「太好了——！那么，请小姐多加修行，培养出好多好多魔力。总有一天一定要让我们七姐妹全体集合为您服务。说定了哟？」,「太好了——！那麼，請小姐多加修行，培養出好多好多魔力。總有一天一定要讓我們七姐妹全體集合為您服務。說定了喲？」,"""Grande! Allora per favore si alleni un sacco e coltivi tanto il suo potere magico. Poi un giorno, sicuramente, per favore raduni le Sette Sorelle e ci permetta di servirla. Promessa?""","""¡Genial! Entonces por favor entrene mucho y cultive mucho su poder mágico. Entonces algún día, por favor una a las Siete Hermanas y déjenos servirle. ¿Lo promete?""","""ﺭﺍﺋﻊ! ﺇﺫًﺍ ﺃﺭﺟﻮ ﺃﻥ ﺗﺘﺪﺭﺑﻲ ﻭﺗﺼﻘﻠﻲ ﻗﻮﺗﻚ ﺍﻟﺴﺤﺮﻳﺔ ﺃﻛﺜﺮ. ﺑﻌﺪﻫﺎ ﺣﺘﻤًﺎ ﺳﺘﺘﻤﻜﻨﻴﻦ ﻣﻦ ﺇﻇﻬﺎﺭ ﻛﻞ ﺍﻷﺧﻮﺍﺕ ﺍﻟﺴﺒﻌﺔ ﻟﻴﻜﻦّ ﻃﻮﻉ ﺃﻣﺮﻙ. ﺃﺗﻌﺪﻳﻨﻨﻲ?"""
,"After checking that there was at least nothing wrong with her own manifestation, Mammon immediately returned to a good mood, and tried to make me promise to work even harder.","After confirming that, for the time being, her own materialization wasn't causing any issues, Mammon immediately became cheery again and tried to make me promise to work harder. ","After checking that, for the time being, there was nothing wrong with her own materialization, Mammon immediately returned to a good mood, and tried to make me promise to work harder.",マモンは、とりあえず自分の顕現だけは問題ないことを確かめると、すぐに上機嫌に戻り、私にさらなる努力を約束させようとした。,[=JP],"Убедившись, что её материализация покамест не доставляет неудобств, к Мамоне незамедлительно вернулось хорошее настроение, и она попыталась взять с меня обещание работать усерднее.","Após conferir que ao menos não havia nada de errado com a sua própria manifestação, Mammon imediatamente retomou seu bom humor e tentou me fazer prometer que iria me esforçar ainda mais.",马蒙姑且确认了自身的显现毫无问题后，马上重新高兴了起来，督促我与她约定，去做出更多的努力。,馬蒙姑且確認了自身的顯現毫無問題後，馬上重新高興了起來，督促我與她約定，去做出更多的努力。,"Dopo aver controllato che, per il tempo a venire, non ci fossero problemi con la sua materializzazione, Mammon tornò immediatamente di buonumore, e cercò di farmi promettere di lavorare più duramente.","Después de comprobar que, por el momento, no había nada malo con su propia materialización, Mammón inmediatamente regresó a su buen humor, y trató de hacerme prometer trabajar duro.",ﺑﻌﺪ ﺃﻥ ﺗﺄﻛّﺪﺕ ﻣﺎﻣﻮﻥ ﺃﻥ ﺗﺠﻠّﻴﻬﺎ ﻭﺣﺪﻫﺎ ﻻ ﻳﺮﻫﻘﻨﻲ، ﻋﺎﺩﺕ ﺑﺴﺮﻋﺔ ﺇﻟﻰ ﻣﺮﺣﻬﺎ ﺍﻟﻤﻌﺘﺎﺩ ﻭﺃﺭﺍﺩﺕ ﻣﻨﻲ ﻭﻋﺪﺍً ﺑﺒﺬﻝ ﺍﻟﻤﺰﻳﺪ ﻣﻦ ﺍﻟﺠﻬﺪ.
,"Yes, I can see the greed in her.{n}...But maybe you could also call it positivity.","I see, that definitely fits with her being Greed. ...But maybe you could also call it having a positive attitude. ","I see, so this is greed....But maybe you could also call it forward-looking.",なるほど、確かに強欲だ。…でも、前向きとも言えるかもしれない。,なるほど、確かに強欲だ。{n}…でも、前向きとも言えるかもしれない。,"Ясно, вот какая это штука жадность.{n}...Но, быть может, это также можно назвать предвкушением.","Sim, eu posso ver a ganância nela.{n}...Mas talvez você também possa chamar isso de positividade.",原来如此，的确很贪婪。{n}…不过，这倒或许也能称为“向前看”。,原來如此，的確很貪婪。{n}…不過，這倒或許也能稱為“向前看”。,"Capisco, quindi questa è l'avarizia. ... Ma forse si potrebbe anche chiamare guardare al futuro.","Ya veo, así que esto es la avaricia.{n}... Pero también podrías llamarlo ser ‘positiva’.",ﺣﻘًﺎ ﻣﻦ ﻗﺎﻝ ﺃﻧﻬﺎ ﺗﺠﺴﻴﺪٌ ﺣﻘﻴﻘﻲ ﻟﻠﺠﺸﻊ.{n}...ﻟﻜﻦ ﻳﻤﻜﻦ ﺃﻥ ﻧﺴﻤﻴﻪ ﺃﻳﻀًﺎ ﺗﻔﺎﺅﻻً.
Ushiromiya Ange,"""......Yes. I promise. ...I have to be able to do at least that much someday.""","""...Yes. I promise. ...I have to be able to do at least that much someday."" ","""......Yes.  I promise.  ...I have to be able to do at least that much someday.""",「……えぇ。約束するわ。…そのくらいは、いつか出来なくちゃね。」,「……えぇ。約束するわ。…そのくらいは、いつか出来なくちゃね」,"""......Да. Обещаю. ...Когда‐нибудь я, по крайней мере, буду способна хотя бы на такое.""","""......Sim. Eu prometo. ...Eu devo ser capaz de ao menos alcançar isto um dia.""",「……嗯。说定了。…这点事儿，总有一天得做到。」,「……嗯。說定了。…這點事兒，總有一天得做到。」,"""... Sì. Lo prometto. ... Un giorno dovrò essere in grado di fare almeno quello.""","""... Sí. Lo prometo... Tengo que ser capaz de al menos hacer eso algún día.""","""......ﺃﺟﻞ. ﺃﻋﺪﻙ. ...ﺳﺄﻧﺠﺢ ﻓﻲ ﺗﺤﻘﻴﻖ ﻫﺬﺍ ﻳﻮﻣًﺎ ﻣﺎ."""
Mammon,"""Thank you, Ange‐sama! Until that day, I, Mammon the Covetous, will serve you without fail...!""","""Thank you, Ange-sama! I, Mammon of Greed, will surely serve you until that day...!"" ","""Thank you, Ange-sama!  I, Mammon of Greed, will surely serve you until that day...!""",「ありがとう、縁寿さま！　この強欲のマモン、その日まで必ず縁寿さまにお仕えします…！」,[=JP],"""Спасибо, Энджи‐сама! Я, Мамона, она же жадность, буду служить вам с сегодняшнего дня!..""","""Obrigada, Ange‐sama! Até que esse dia chegue, eu, Mammon, da Ganância, irei servi‐la sem falhas...!""",「谢谢，缘寿小姐！我，贪婪的马蒙，一定会仕奉缘寿小姐到那一天…！」,「謝謝，緣壽小姐！我，貪婪的馬蒙，一定會仕奉緣壽小姐到那一天…！」,"""Grazie, Ange-sama! Io, Mammon dell'Avarizia, la servirò sicuramente fino a quel giorno...!""","""¡Gracias, Ange-sama! ¡Yo, Mammón de la Avaricia, sin duda le serviré hasta ese día!...""","""ﺷﻜﺮًﺍ ﻟﻚ ﻳﺎ ﺇﻧﺠﻲ-ﺳﺎﻣﺎ! ﺃﻧﺎ ﻣﺎﻣﻮﻥ ﺃﻣﻴﺮﺓ ﺍﻟﺠﺸﻊ، ﺃﻋﺪﻙ ﺑﺄﻥ ﺃﺧﺪﻣﻚ ﺑﺈﺧﻼﺹ ﺣﺘﻰ ﻗﺪﻭﻡ ﺫﻟﻚ ﺍﻟﻴﻮﻡ...!"""
,"My headache finally abated, and I relaxed both hands, which had been clutching at my head.{n}Then Mammon stuck out her hand, and helped me to stand back up...","My headache finally abated, and I relaxed both hands, which had been clutching at my head. Then Mammon stuck out her hand, helping me stand back up... ","My headache finally abated, and I relaxed both hands, which had been clutching at my head.Then Mammon stuck out her hand, helping me stand back up...",ようやく頭痛が治まり、私は頭を抱えていた両手を解く。するとマモンが手を差し出し、立ち上がるのを手伝ってくれた…。,ようやく頭痛が治まり、私は頭を抱えていた両手を解く。{n}するとマモンが手を差し出し、立ち上がるのを手伝ってくれた…。,"Моя головная боль наконец утихла, и я расслабила руки, которыми схватилась за голову.{n}Затем Мамона протянула руку, помогая мне встать...","Minha dor de cabeça finalmente diminuiu, e eu pude relaxar ambas as mãos, que estavam apertando minha cabeça.{n}Então, Mammon esticou sua mão, e me ajudou a levantar...",头总算是不再痛了，我放开了抱住脑袋的双手。{n}接着，马蒙把手伸到我面前，拉我站起身来…。,頭總算是不再痛了，我放開了抱住腦袋的雙手。{n}接著，馬蒙把手伸到我面前，拉我站起身來…。,"Il mio mal di testa finalmente si calmò, e io rilassai entrambe le mani, che stavano stringendo la mia testa. Allora Mammon mi porse la sua mano, aiutandomi ad alzarmi in piedi...","Mi dolor de cabeza finalmente disminuyó, y relajé ambas manos, que se habían estado aferrando mi cabeza.{n}Entonces Mammón extendió su mano, ayudándome a levantarme...",ﺧﻔّﺖ ﺣﺪﺓ ﺻﺪﺍﻋﻲ ﺃﺧﻴﺮًﺍ، ﻓﺄﺭﺣﺖ ﻳﺪﺍﻱّ ﺍﻟﻠﺘﺎﻥ ﻛﺎﻧﺘﺎ ﻣﺘﺸﺒﺜﺘﺎﻥ ﺑﺮﺃﺳﻲ.{n}ﻓﻤﺪّﺕ ﻣﺎﻣﻮﻥ ﻳﺪﻫﺎ ﻟﺘﺴﺎﻋﺪﻧﻲ ﻋﻠﻰ ﺍﻟﻨﻬﻮﺽ...
Sakutarou,"‘Uryu? ......Ah. ......Maria, Ange, look at the time. You'll get told off if you don't go back to the room now.’","‘Uryu? ...Ah. ...Maria, Ange, it's about that time. If we don't return to the room, you'll be scolded.’ ","『Uryu?  ......Ah.  ......Maria, Ange, it's about that time.  If we don't return to the room, you'll be scolded.』",『うりゅ？……あ。……真里亞、縁寿、もうこんな時間だよ。もうお部屋に戻らないと、叱られる。』,『うりゅ？　……あ。……真里亞、縁寿、もうこんな時間だよ。もうお部屋に戻らないと、叱られる』,"{p:0:『}Урю? ......Ах. ......Мария, Энджи, уже пора. Если мы не вернёмся в комнату, тебя будут ругать.{p:0:』}","‘Uryu? ......Ah. ......Maria, Ange, olhem a hora. Você vai ser repreendida se não voltar para o seu quarto.’",『呜溜？……啊。……真里亚、缘寿，都到这个点了哟。再不回房间会挨训的。』,『嗚溜？……啊。……真里亞、緣壽，都到這個點了喲。再不回房間會挨訓的。』,"{p:0:『}Uryu? ... Ah. ... Maria, Ange, è quasi ora. Se non ritorniamo nella stanza, verrai sgridata. {p:0:』}","‘¿Uryu?... Ah... María, Ange, ya es hora. Si no regresamos a la habitación, serás regañada.’",‘ﺃﻭﺭﻳﻮﻭ? ......ﺁﻩ. ......ﻣﺎﺭﻳﺎ، ﺇﻧﺠﻲ، ﺣﺎﻥ ﻭﻗﺖ ﺍﻟﻌﻮﺩﺓ. ﺇﺫﺍ ﻟﻢ ﻧﻌﺪ ﺍﻵﻥ ﺇﻟﻰ ﺍﻟﻐﺮﻓﺔ ﻓﺴﻮﻑ ﺗﺘﻌﺮﺿﻴﻦ ﻟﻠﺘﻮﺑﻴﺦ.’
Ushiromiya Ange,""".........Huh? ............Oh...""","""......Huh? ......Oh..."" ",""".........Huh?  .........Oh...""",「………え？　…………あ…。」,「………え？　…………あ…」,""".........А? .........О...""",""".........Hã? ............Ah...""",「………哎？…………啊…」,[=CN],"""... Uh? ... oh...""","""... ¿Eh?... Oh...""",""".........ﻫﺎﻩ? ............ﺁﻭﻩ..."""
,I hadn't expected Sakutaro to talk about the time.{n}......I was brought back into reality.,I hadn't expected Sakutaro to talk about the time. ...I was brought back into reality. ,I hadn't expected Sakutaro to talk about the time.......I was brought back into reality.,さくたろが時間の話なんかするものだから。……私は現実に引き戻される。,さくたろが時間の話なんかするものだから。{n}……私は現実に引き戻される。,"Я не ожидала, что Сакутаро заговорит о времени.{n}......Меня вернуло к реальности.",Não esperava que o Sakutaro falasse sobre a hora.{n}......Eu fui trazida de volta à realidade.,因为樱太郎提起了时间。{n}……所以，我被拉回了现实。,因為櫻太郎提起了時間。{n}……所以，我被拉回了現實。,Non mi aspettavo che Sakutarou avrebbe parlato dell'ora. ... Fui riportata alla realtà.,No había esperado que Sakutaro hablara sobre la hora.{n}... Eso me trajo de nuevo a la realidad.,ﻟﻢ ﺃﺗﻮﻗﻊ ﺃﻥ ﻳﻨﺒﻬﻨﻲ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺑﺸﺄﻥ ﺍﻟﻮﻗﺖ.{n}......ﻋﺪﺕ ﺇﻟﻰ ﺍﻟﻮﺍﻗﻊ.
