Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,"She had needed someone to understand the difficulties and pain of her childhood days, .........and she, too, as the only survivor of the Rokkenjima incident, who was faced with the inquisitive eyes of all of society, who was publicly slandered, who had salt continually rubbed into her wounds, ......had needed someone's compassion.","She needed someone to understand the difficulties and pain of her childhood years. ......Even she, who was the only survivor of the Rokkenjima crime, who was faced with the curiosity of all of society, who was publicly slandered and forced to have salt continually flung into the wound, had needed someone's compassion. ","She needed someone to understand the difficulties and pain of her childhood days, .........and even she who was the only survivor of the Rokkenjima crime, who was faced with the curiosity of all of society, who was publicly slandered and forced to have salt continually flung into the wound, had needed someone's compassion.",その辛く悲しい少女時代を誰かに理解され、………六軒島の事件をたった一人生き残り、世間の全てから好奇の目を向けられ、公然と中傷され、傷に塩を塗られ続けた彼女にも、……誰かの同情が必要だったのだ。,[=JP],"Ей нужен был кто‐то способный понять сложности и боль её детства, и даже она, единственная, кто пережил преступление на Роккенджиме, ставшая объектом любопытства всего общества, подвергавшаяся публичному злословию и постоянному посыпанию соли на раны, нуждалась в чьём‐то сострадании.","Ela precisava de alguém para entender suas dificuldades e dores de sua infância, .........assim como, também por ser a única sobrevivente do incidente de Rokkenjima, que enfrentou os inquisitivos olhares de toda a sociedade, que foi caluniada publicamente, que continuamente continuou a esfregar sal em suas feridas, ......ela precisava da compaixão de alguém.",其辛酸悲伤的少女时代需要某人的理解，………在六轩岛的事件中独自一人活了下来，被全社会的好奇目光所关注，被公然中伤，没完没了地被人往伤口撒盐的她，……也需要着他人的同情。,其辛酸悲傷的少女時代需要某人的理解，………在六軒島的事件中獨自一人活了下來，被全社會的好奇目光所關注，被公然中傷，沒完沒了地被人往傷口撒鹽的她，……也需要著他人的同情。,"Aveva bisogno di qualcuno che capisse le difficoltà e il dolore della sua adolescenza... e anche lei, l'unica sopravvissuta del massacro di Rokkenjima, a cui era rivolta l'attenzione di tutta la società, che continuava a girare il coltello nella piaga, avrebbe avuto bisogno della compassione di qualcuno.","Necesitaba a alguien que comprendiera las dificultades y el dolor de su infancia... Incluso ella, como única superviviente del incidente de Rokkenjima, como alguien que se enfrentó a los ojos inquisidores de toda la sociedad, alguien que fue calumniada públicamente, que le echaban sal continuamente a sus heridas... había necesitado la compasión de alguien.",ﻛﺎﻧﺖ ﺑﺤﺎﺟﺔ ﺇﻟﻰ ﺷﺨﺺ ﻳﺘﻔﻬﻢ ﻃﻔﻮﻟﺘﻬﺎ ﺍﻟﻘﺎﺳﻴﺔ ﻭﺍﻟﺤﺰﻳﻨﺔ،...ﻭﺑﻌﺪ ﺃﻥ ﻧﺠﺖ ﻭﺣﺪﻫﺎ ﻣﻦ ﺣﺎﺩﺛﺔ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ، ﺗﺤﻤﻠﺖ ﻧﻈﺮﺍﺕ ﺍﻟﻔﻀﻮﻝ ﻣﻦ ﺍﻟﻌﺎﻟﻢ ﺑﺄﺳﺮﻩ، ﻭﺍﻟﺘﺸﻬﻴﺮ ﺍﻟﻌﻠﻨﻲ، ﻭﺭﺵّ ﺍﻟﻤﻠﺢ ﻋﻠﻰ ﺟﺮﺍﺣﻬﺎ ﺑﺎﺳﺘﻤﺮﺍﺭ، ﻛﺎﻧﺖ ﻓﻘﻂ ﺗﺤﺘﺎﺝ ﺷﺨﺼًﺎ ﻳُﺸﻔﻖ ﻋﻠﻴﻬﺎ.
,"In order to let her forget her pain and sorrow for least a moment, ............the black witch, the very same that possessed Aunt Rosa, ......taught her magic.","In order to let Eva forget her pain and sadness at least a little, ......the black witch...taught her magic, just like the times it had possessed Aunt Rosa. ","In order to let Eva forget her pain and sadness at least a little, ............the black witch, just like it had possessed Rosa oba-san, ......taught her magic.",その彼女の痛みと悲しみをわずかの間だけ忘れさせるために、…………楼座叔母さんに取り憑いたのと同じ、黒き魔女が、……魔法を教えたのだ。,[=JP],"Чтобы позволить Еве хоть немного забыть свою боль и печаль, чёрная ведьма, вроде той, которой была одержима тётя Роза, научила её магии.","A fim de esquecer sua dor e sofrimento por apenas um momento, ............a bruxa da escuridão, a mesma que possuiu a tia Rosa, ......ensinou a ela magia.",这个她为了能一时忘记痛与悲，…………而跟与附体在楼座姑母身上的相同的黑魔女，……学了魔法。,這個她為了能一時忘記痛與悲，…………而跟與附體在樓座姑母身上的相同的黑魔女，……學了魔法。,"Per far sì che Eva dimenticasse un po' il suo dolore e la sua tristezza... la strega nera, proprio come aveva posseduto con Rosa oba-san... le insegnò la sua magia.","Para olvidar su dolor y su pena por al menos por un momento, la bruja negra, la misma que poseyó a la tía Rosa... le enseñó magia.",ﻭﻟﻜﻲ ﺗُﻨﺴﻰ ﺫﻟﻚ ﺍﻷﻟﻢ ﻭﺍﻟﺤﺰﻥ ﻭﻟﻮ ﻟﻔﺘﺮﺓ ﻭﺟﻴﺰﺓ، ﺟﺎﺀﺕ ﺳﺎﺣﺮﺓ ﺳﻮﺩﺍﺀ، ﻛﺘﻠﻚ ﺍﻟﺘﻲ ﺗﻠﺒﺴﺖ ﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ، …ﻭﻋﻠّﻤﺘﻬﺎ ﺍﻟﺴﺤﺮ.
,"It was the same magic of anger and sadness that {f:5:Beatrice} had taught Maria onee‐chan, when she was mourning for Sakutarou after he was torn apart.","It was the same magic of anger and sadness... that {f:5:Beatrice} had taught Maria onee-chan when she was mourning for her torn-apart friend, Sakutarou. ","It was the same magic of anger and sadness...that Beatrice had taught Maria onee-chan when she was mourning for her torn-apart friend, Sakutarou.",それは、さくたろうを引き裂かれて嘆き悲しんだ真里亞お姉ちゃんに、ベアトリーチェが教えたのと同じ、怒りと悲しみの魔法。,[=JP],"Это была та же магия гнева и грусти, которой {f:5:Беатриче} обучила Марию онее‐чан, когда та скорбела о своем разорванном друге Сакутаро.","Era a mesma magia de raiva e tristeza que {f:5:Beatrice} havia ensinado para a Maria onee‐chan, quando ela estava lamentando a perda do Sakutarou depois que ele foi rasgado.",那是跟，贝阿朵莉切教给在为樱太郎被撕裂而愤慨悲伤的真里亚姐姐的相同的，愤怒与悲伤的魔法。,那是跟，貝阿朵莉切教給在為櫻太郎被撕裂而憤慨悲傷的真里亞姐姐的相同的，憤怒與悲傷的魔法。,"Era la stessa magia dell'odio e della tristezza... che Beatrice aveva insegnato a Maria Onee-chan per vendicarsi del suo amico fatto a pezzi, Sakutarou.","Era la misma magia de ira y tristeza que {f:5:Beatrice} le había enseñado a María onee-chan, cuando estaba llorando a Sakutaro después de que lo destrozaran.",ﺇﻧﻪ ﻧﻔﺲ ﺳﺤﺮ ﺍﻟﻐﻀﺐ ﻭﺍﻟﺤﺰﻥ ﺍﻟﺬﻱ ﻋﻠﻤﺘﻪ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻷﺧﺘﻲ ﻣﺎﺭﻳﺎ، ﻋﻨﺪﻣﺎ ﻛﺎﻧﺖ ﺣﺰﻳﻨﺔ ﻭﻣﻜﺴﻮﺭﺓ ﺍﻟﻘﻠﺐ ﺑﻌﺪ ﺗﻤﺰﻳﻖ ﺳﺎﻛﻮﺗﺎﺭﻭ.
,"......That same magic, that witch, had surely dwelled inside Aunt Rosa too.",...That same magic...that witch...had probably dwelled inside Aunt Rosa too. ,......That same magic...that witch...had probably dwelled inside Rosa oba-san too.,……同じ魔法は、魔女は、きっと楼座叔母さんにも宿っていただろう。,[=JP],Такая же магия... Та ведьма наверняка присутствовала и внутри тёти Розы.,"......A mesma magia, aquela bruxa certamente residiu dentro da tia Rosa também.",……同样的魔法、魔女，也一定宿在楼座姑母的身上吧。,……同樣的魔法、魔女，也一定宿在樓座姑母的身上吧。,... La stessa magia... che quella strega... aveva infuso anche in Rosa oba-san.,"... La misma magia, esa bruja, seguramente residía dentro de la tía Rosa también.", ﻻ ﺭﻳﺐ ﺃﻥَّ ﺫﻟﻚ ﺍﻟﺴﺤﺮ ﻋﻴﻨﻪ، ﺗﻠﻚ ﺍﻟﺴﺎﺣﺮﺓ، ﺳﻜﻨﺎ ﺩﺍﺧﻞ ﺍﻟﻌﻤَّﺔ ﺭﻭﺯﺍ ﺃﻳﻀًﺎ......
,............So I was wrong to hate Ushiromiya Eva.,......So I mustn't hate Ushiromiya Eva. ,............So I shouldn't hate Ushiromiya Eva.,…………だから、右代宮絵羽を憎んではいけなかったのだ。,[=JP],Поэтому я не должна ненавидеть Уширомию Еву.,"............Por isso, eu estava errada em odiar Ushiromiya Eva.",…………所以，不可以去恨右代宫绘羽。,…………所以，不可以去恨右代宮繪羽。,... Quindi non dovrei odiare Ushiromiya Eva.,... Así que me equivoqué al odiar a Ushiromiya Eva., ﻟﺬﺍ ﻛﻨﺖُ ﻣﺨﻄﺌﺔً ﻓﻲ ﻛﺮﻩ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺇﻳﻔﺎ............
,"...Perhaps.........I alone was supposed to have become her ally, the only person in the world who could understand her.","...Maybe... ...I should've become her ally, as the only person in the world who could understand her. ","...Perhaps, .........I alone should have become her ally, the only person in the world who could understand her.",…ひょっとすると、………私だけは世界でただ一人理解して、味方になってあげなくてはいけなかったのだ。,[=JP],"Скорее... я одна должна стать её союзницей, единственным человеком в мире, способным понять её.","...Possivelmente.........eu deveria ter me tornado aliada dela, a única pessoa no mundo que poderia entendê‐la.",…搞不好，………只有我是必须去当全世界唯一一个理解她的，站在她这一边的伙伴的。,…搞不好，………只有我是必須去當全世界唯一一個理解她的，站在她這一邊的伙伴的。,"... Magari... io sarei dovuta divenire sua alleata, la sola persona al mondo in grado di comprenderla.","... Quizás... Se suponía que yo debería haberme convertido en su única aliada, la única persona en el mundo que podía entenderla.", ...ﺭﺑَّﻤﺎ... ﻛﺎﻥ ﻣﻦ ﺍﻟﻤﻔﺘﺮﺽ ﺃﻥ ﺃﺻﺒﺢ ﺣﻠﻴﻔﺘﻬﺎ ﻭﺣﺪﻱ، ﺍﻟﻮﺣﻴﺪﺓ ﻓﻲ ﺍﻟﻌﺎﻟﻢ ﺍﻟﺘﻲ ﻳﻤﻜﻨﻬﺎ ﺃﻥ ﺗﻔﻬﻤﻬﺎ.
,"......What did I say to her when I was young, when she returned alive all alone...?","...What did I say to her when I was young, when she returned alive all alone...? ",[=UP],……幼かった私は、たった一人生還した彼女に、どんな言葉を掛けたのだろう…？,[=JP],"Что я сказала ей, вернувшейся совсем одной, когда была маленькой девочкой?","......O que foi que eu disse a ela quando eu era jovem, quando ela voltou viva sozinha...?",……幼年时的我，对独自一人生还的她，说出了怎样的话语呢…？,……幼年時的我，對獨自一人生還的她，說出了怎樣的話語呢…？,"... Cosa le dissi da piccola, quando tornò tutta sola...?","... ¿Qué fue lo que le dije cuando era joven, cuando ella fue la única que volvió viva?...", ﻣﺎﺫﺍ ﻗﻠﺖُ ﻟﻬﺎ ﺣﻴﻦ ﻛﻨﺖُ ﺻﻐﻴﺮﺓ، ﻋﻨﺪﻣﺎ ﻋﺎﺩﺕ ﻋﻠﻰ ﻗﻴﺪ ﺍﻟﺤﻴﺎﺓ ﻭﺣﺪﻫﺎ ﺗﻤﺎﻣًﺎ...؟
,Could it be.........that the way I acted towards her was.........as if she had come back by herself after killing all my family......?,Could it be... ...that I acted... ...as though she'd killed my family and returned on her own...? ,"Could it be, .........that I took an attitude, .........as though she had killed my family and returned alone......?",ひょっとして、………まるで彼女が私の家族を殺し、一人だけ帰ってきたかのような、………そんな態度を、取ってしまったのではないだろうか……？,[=JP],"Неужели я... повела себя так, словно она убила мою семью и вернулась одна?",Pode ser que.........a forma que eu agi diante dela.........tenha sido como se ela tivesse voltado sozinha depois de matar toda minha família......?,我会不会是采取了，………简直就像是，她是杀了我的家人，独自归来的，………的那种态度呢……？,我會不會是採取了，………簡直就像是，她是殺了我的家人，獨自歸來的，………的那種態度呢……？,Non è che... ho assunto quell'atteggiamento... come se avesse ucciso la mia famiglia per poi tornare da sola...?,Podría ser... que la forma en que actué con ella fue... ¿como si hubiera vuelto sola después de matar a toda mi familia?, ...ﺃﻳﻌﻘﻞ. ...ﺃﻥَّ ﻃﺮﻳﻘﺔ ﺗﺼﺮﻓﻲ ﺗﺠﺎﻫﻬﺎ ﻛﺎﻧﺖ...... ﻛﻤﺎ ﻟﻮ ﺃﻧَّﻬﺎ ﻋﺎﺩﺕ ﻭﺣﺪﻫﺎ ﺑﻌﺪ ﻗﺘﻞ ﻋﺎﺋﻠﺘﻲ ﺑﺄﻛﻤﻠﻬﺎ......؟
,........................... ......I can't believe it.,............ ...I can't believe it. ,..............................I can't believe it.,………………………。……信じられない。,[=JP],........................Поверить не могу.,.................................Eu não consigo acreditar.,………………………。……难以置信。,………………………。……難以置信。,... Non ci posso credere.,... No puedo creerlo., ........................... ﻻ ﺃﺻﺪﻕ......
,"...Aunt Eva, who throughout my life has never been more than an object of and synonym for hatred, .........is turning into a...{i:human} who I can understand......","...Aunt Eva, who has never been more than a object of and a synonym for hatred throughout my life, ......is turning into...a ""human"" I can understand... ","...Eva oba-san, who has never been more than a object of and synonym for hatred throughout my life, .........is turning into, ...a 'human' I can understand......",…私の人生において、憎悪の対象と代名詞でしかなかった絵羽伯母さんが、………理解できる「人間」に、…変わっていく……。,[=JP],"Тётя Ева, прежде являвшаяся для меня предметом и синонимом ненависти на протяжении всей моей жизни... превращается... в {i:человека}, которого я могу понять...","...A tia Eva, que por toda minha vida nunca mais foi do que um objeto e sinônimo de ódio, .........está se transformando em um...{i:humano} na qual eu posso compreender......",…在我的人生中，只算得上是憎恶对象的代名词的绘羽姑母，………逐渐变成了，能够理解的，…「人类」……。,…在我的人生中，只算得上是憎惡對象的代名詞的繪羽姑母，………逐漸變成了，能夠理解的，…「人類」……。,"... Eva oba-san, che non era stata altro che un oggetto e un sinonimo di odio per tutta la mia vita... sta diventando... un ‘umano’ che posso comprendere...","... La tía Eva, que a lo largo de mi vida nunca ha sido más que objeto y sinónimo de odio... se está convirtiendo en un... {i:humano} que puedo entender...","ﻋﻤﺘﻲ ﺇﻳﻔﺎ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻃﻮﺍﻝ ﺣﻴﺎﺗﻲ ﻫﺪﻓًﺎ ﻟﺤﻘﺪﻱ، ...ﺃﺻﺒﺤﺖ ﺍﻵﻥ ""ﺇﻧﺴﺎﻧﺔ"" ﺑﻤﻘﺪﻭﺭﻱ ﻓﻬﻤﻬﺎ..."
,"And so. .........I looked right next to Aunt Eva, ......at the form of the black witch who taught her the black magic......","So, ......I can see, right next to Aunt Eva, ...the form of the black witch, who taught her the black magic... ","Therefore.  .........I can see, right next to Eva oba-san, ......the form of the black witch, who taught her the black magic......",だから。………絵羽伯母さんのすぐ隣に、……彼女に黒き魔法を教えた、黒き魔女の姿を視る……。,[=JP],"Таким образом, теперь я могу {y:1:‘видеть’}{n:1:видеть} рядом с тётей Евой... фигуру чёрной ведьмы, научившей её чёрной магии...","E então. .........Eu olhei diretamente para a tia Eva, ......para a forma daquela bruxa da escuridão, que havia ensinado magia negra para ela......",所以。………去直视，就在绘羽姑母身旁，……教给她黑魔法的，黑魔女……。,所以。………去直視，就在繪羽姑母身旁，……教給她黑魔法的，黑魔女……。,"Per cui. ... posso vedere, proprio al fianco di Eva oba-san... la sagoma della strega che le ha insegnato la magia nera...",Y así... Miré justo al lado de la tía Eva... a la forma de la bruja negra que le enseñó la magia negra...,ﻭﻋﻠﻰ ﺫﻟﻚ. ......ﻧﻈﺮﺕُ ﺑﺠﻮﺍﺭ ﻋﻤﺘﻲ ﺇﻳﻔﺎ ﻣﺒﺎﺷﺮﺓً، ......ﺇﻟﻰ ﻫﻴﺌﺔ ﺍﻟﺴَّﺎﺣﺮﺓ ﺍﻟﺴﻮﺩﺍﺀ ﺍﻟﺘﻲ ﻋﻠَّﻤﺘﻬﺎ ﺍﻟﺴﺤﺮ ﺍﻷﺳﻮﺩ.........
