Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR)
Ushiromiya Battler,"""...............Aniki...... ............Shit............""","""......Aniki... ......Damn......"" ","""............Aniki...............Damn............""",「……………兄貴……。…………畜生…………。」,「……………兄貴……。…………畜生…………」,"""............Аники......Чёрт...""","""...............Aniki...... ............Droga............""",「……………大哥……。…………畜生…………」,[=CN],"""... Aniki... dannazione...""",[=UP],"""... Aniki... Demonios...""","""...............ﺃﺧﻲ...... ............ﺍﻟﻠﻌﻨﺔ............"""
,The corpse was in front of the arbor.,The corpse was in front of the arbor. ,[=UP],死体は、東屋の前にあった。,[=JP],Труп лежал перед беседкой.,O corpo estava em frente ao gazebo.,尸体倒在亭子前。,屍體倒在亭子前。,Il corpo si trovava davanti al pergolato.,[=UP],El cadáver estaba en frente de la pérgola., ﻛﺎﻥ ﺍﻟﺠﺜﻤﺎﻥ ﺃﻣﺎﻡ ﺍﻟﻤﻈﻠّﺔ.
,"If he could have died under the arbor, he would at least have been spared being beaten down upon by the rain...","If he had died under the arbor, he might have at least been spared being beaten down upon by the rain... ","If he had died under the arbor, he might have at least been spared being beaten down upon by the rain...",せめて東屋の中で死ねたなら、雨曝しにだけはならずに済んだろうに…。,[=JP],"Если бы он умер в беседке, то он хотя бы избежал лежания под дождем...","Se ao menos ele tivesse morrido dentro, ao menos teria sido poupado de ser encharcado pela chuva...",要是能死在亭子里的话，大哥就至少不用淋雨了吧…。,要是能死在亭子裡的話，大哥就至少不用淋雨了吧…。,"Se fosse morto lì sotto, perlomeno gli sarebbe stato risparmiato di essere colpito ripetutamente dalla pioggia...",[=UP],"Si él hubiera muerto bajo la pérgola, por lo menos se habría salvado de ser batido por la lluvia...", ﻟﻮ ﻣﺎﺕ ﺗﺤﺘﻬﺎ، ﻟﻨﺠﺎ ﻋﻠﻰ ﺍﻷﻗﻞّ ﻣﻦ ﺍﻟﻤﻄﺮ ﺍﻟﺬﻱ ﻳﻬﻮﻱ ﻋﻠﻰ ﻭﺟﻬﻪ...
,"There was a gaping hole in Aniki's forehead, as though he had been shot with a gun.","In Aniki's forehead was a gaping hole, as though he'd been shot with a gun. ","In Aniki's forehead was a gaping hole, as though he had been shot with a gun.",兄貴の額には、まるで銃で撃たれたかのような穴がぽっかりと開いていた。,[=JP],"Во лбу Аники зияла дыра, как будто его застрелили из ружья.","Havia um buraco aberto na testa do aniki, como se tivesse levado um tiro.",大哥的额头上，有个像是遭到了枪击所留下的洞。,大哥的額頭上，有個像是遭到了槍擊所留下的洞。,"C'era un buco profondo sulla fronte di Aniki, come se gli avessero sparato con una pistola.",[=UP],"En la frente de Aniki había un hueco, como si le hubieran disparado con un arma.", ﻭﻛﺎﻥ ﻓﻲ ﺟﺒﻴﻨﻪ ﺛﻘﺐٌ ﻭﺍﺳﻊ، ﻛﺄﻥّ ﺭﺻﺎﺻﺔً ﺍﺧﺘﺮﻗﺘﻪ.
,"Perhaps because the rain had washed everything away, his face wasn't covered with blood, ......and so he looked almost like he was sleeping.","Perhaps because the rain had washed everything away, his face wasn't covered with blood, ...so he looked almost like he was sleeping. ",[=UP],雨が全て洗い流してしまったせいか、顔面が血塗れということはなく、……そのせいで、眠っているようにさえ見える。,[=JP],"Быть может потому, что дождь омыл его, на лице Аники не было крови... Он выглядел так, словно спал.","Talvez porque a chuva havia lavado tudo, seu rosto não estava coberto de sangue, ......e ele quase parecia estar dormindo.",是因为雨水洗刷掉了一切吗，大哥脸上并无多少血污，……因此，看起来仿佛就像是睡着了一般。,是因為雨水洗刷掉了一切嗎，大哥臉上並無多少血污，……因此，看起來仿彿就像是睡著了一般。,"Forse perché la pioggia aveva lavato via tutto, il suo volto non era ricoperto di sangue... e così sembrava quasi che stesse dormendo.",[=UP],"Quizá debido a que la lluvia lo limpió todo, su cara no estaba cubierta de sangre... y se veía casi como si estuviese durmiendo.", ﻭﺭﺑّﻤﺎ ﻷﻥّ ﺍﻟﻤﻄﺮ ﻏَﺴَﻞ ﻛﻞّ ﺷﻲﺀ، ﻟﻢ ﻳﻜﻦ ﻭﺟﻬﻪ ﻣﻀﺮّﺟًﺎ ﺑﺎﻟﺪﻡ، ......ﻓﺒﺪﺕ ﻣﻼﻣﺤﻪ ﻛﺄﻧّﻪ ﻧﺎﺋﻢ.
,"...However, the deep red his clothes were stained still provided the evidence that a large amount of blood had flowed out...","...However, his clothes were stained a deep red, and there were still signs that a large amount of blood had flowed out... ","...However, his clothes were stained a deep red, and there were still signs that a large amount of blood had flowed out...",…しかし、服は真っ赤に染まり、大量の血が流れた痕跡を未だに残していた…。,[=JP],"...Но его одежда была окрашена в тёмно‐алый, и всё ещё сохранились признаки серьёзной кровопотери...",...Mas o vermelho escuro manchado em suas roupas ainda se mantinha como uma evidência da grande quantia de sangue que ele havia perdido...,…不过，他的衣服被染得通红，还留着曾淌下过大量鲜血的痕迹…。,…不過，他的衣服被染得通紅，還留著曾淌下過大量鮮血的痕跡…。,"... Tuttavia, i suoi vestiti erano macchiati di rosso scuro, e c'erano ancora segni indicanti che avesse perso una grossa quantità sangue...",[=UP],"... Sin embargo, sus ropas estaban manchadas de un rojo intenso, y aún había señales de que una gran cantidad de sangre había salido...", ...ﻏﻴﺮ ﺃﻥّ ﺣﻤﺮﺓ ﺍﻟﺜﻴﺎﺏ ﺍﻟﻌﻤﻴﻘﺔ ﻛﺎﻧﺖ ﺷﺎﻫﺪﺓً ﻋﻠﻰ ﺳﻴﻞ ﺍﻟﺪﻡ ﺍﻟﺬﻱ ﻧﺰﻑ ﻣﻨﻪ...
,"How happy I'd be if he were sleeping, or else pretending to be dead...","How happy I'd be if he were sleeping, or else pretending to be dead... ",[=UP],眠っていたり、あるいは死んでいるフリをしていたなら、どんなに嬉しいことか…。,[=JP],"Как бы я был счастлив, если бы он спал или только притворялся мёртвым...","Como seria feliz se ele estivesse dormindo, ou até se fingindo de morto...",这要是睡着了，又或是在装死的话，那该有多么令人高兴啊…。,這要是睡著了，又或是在裝死的話，那該有多麼令人高興啊…。,"Come sarei felice se stesse dormendo, oppure se stesse fingendo di essere morto...",[=UP],"Qué feliz estaría yo si él estuviese durmiendo, o al menos pretendiendo estar muerto...", ﻛﻢ ﻭﺩﺩﺕُ ﻟﻮ ﺃﻧّﻪ ﻧﺎﺋﻢ، ﺃﻭ ﻳﺘﺼﻨّﻊ ﺍﻟﻤﻮﺕ ﻓﺤﺴﺐ...
,"......But Aniki's eyes remained open, even though the rain sprayed against them.","...But even though the rain sprayed against Aniki's eyes, they remained open. ","......But even though the rain sprayed against Aniki's eyes, they remained open.",……しかし、雨が吹き付けるにもかかわらず、兄貴の目は見開いたまま。,[=JP],"......Несмотря на то, что дождь капал на них, его глаза были открыты.","......Mas os olhos do aniki permaneceram abertos, mesmo com a chuva batendo sobre eles.",……然而，大哥睁着的双眼，一动不动地任凭雨滴击打。,……然而，大哥睜著的雙眼，一動不動地任憑雨滴擊打。,"... Ma a dispetto della pioggia che li colpiva, gli occhi di Aniki rimanevano aperti.",[=UP],"... Pero a pesar de que la lluvia caía sobre los ojos de Aniki, estos seguían abiertos.", ......ﻟﻜﻦّ ﻋﻴﻨﻴْﻪ ﻇﻠّﺘﺎ ﻣﻔﺘﻮﺣﺘﻴﻦ، ﺭﻏﻢ ﺭﺫﺍﺫ ﺍﻟﻤﻄﺮ ﺍﻟﻤﺘﺴﺎﻗﻂ ﻋﻠﻴﻬﻤﺎ.
,"......And......the hole in his forehead was, without a hint of a joke, ......the real thing...","...And...the hole in his forehead was no joke, ...but absolutely real... ","......And, ......the hole in his forehead was, in all seriousness, ......the real thing...",……そして、……額の穴は、冗談抜きで、……本物だった…。,[=JP],И... дыра у него во лбу была настоящей на полном серьёзе...,"......E......o buraco em sua testa era, sem brincadeira, ......era real...",……并且，……他额头上的洞，是个不开玩笑的，……真家伙…。,……並且，……他額頭上的洞，是個不開玩笑的，……真傢伙…。,"... E... il buco sulla sua fronte era, senza alcun dubbio... autentico...",[=UP],"... Y... el hueco en su frente era, con toda seriedad... verdadero...", ......ﻭﺛﻘﺐ ﺟﺒﻴﻨﻪ ﻛﺎﻥ، ﺑﻼ ﺃﺩﻧﻰ ﺷﻚٍّ ﻭﻻ ﻫﺰﻝ، ......ﺣﻘﻴﻘﻴًّﺎ...
,There had been a faint chance...that Gohda‐san and Kumasawa‐san hanging by their necks in the gardening shed could have been a bad joke.,There had been a faint chance that even Gohda-san and Kumasawa-san hanging by their necks in the gardening shed had been them playing a bad joke. ,There had been a faint chance that even Gohda-san and Kumasawa-san hanging by their necks in the gardening shed had been a bad joke.,さっきの園芸倉庫の首吊りは、……ひょっとすると郷田さんたちの悪趣味な冗談かもしれない可能性も、わずかにはあった。,[=JP],"Во мне теплилась слабая надежда, что подвешенные за шеи в садовом складе Года‐сан и Кумасава‐сан были всего‐навсего плохой шуткой.",Havia uma mínima chance...de que o Gohda‐san e Kumasawa‐san terem se enforcado no depósito fosse uma piada de mau gosto.,刚才园艺仓库两人的上吊，……还留有着一丝丝的，搞不好是乡田他们在开低级趣味的玩笑的可能性。,剛才園藝倉庫兩人的上吊，……還留有著一絲絲的，搞不好是鄉田他們在開低級趣味的玩笑的可能性。,C'era stata una vaga possibilità che anche la faccenda di Gohda-san e Kumasawa-san impiccati nel capannone del giardino fosse stata tutto uno scherzo.,[=UP],Había una pequeña posibilidad de que... Gohda-san y Kumasawa-san colgados en el almacén fuera una broma de mal gusto., ﻛﺎﻥ ﻓﻲ ﺍﻟﻨﻔﺲ ﺑﺼﻴﺺ ﺃﻣﻞٍ ﺿﺌﻴﻞ... ﺃﻥّ ﻗﻮﺩﺍ-ﺳﺎﻥ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ-ﺳﺎﻥ ﺍﻟﻤﻌﻠّﻘﻴﻦ ﻓﻲ ﻣﺴﺘﻮﺩﻉ ﺍﻟﺤﺪﻳﻘﺔ ﺭﺑﻤﺎ ﻛﺎﻧﺎ ﺿﺤﻴﺔ ﻣﺰﺍﺡٍ ﺷﻨﻴﻊ.
,But that naive possibility had now been completely denied.,But that naive possibility had now been completely denied. ,[=UP],しかし、その甘えた可能性は、完全に否定される。,[=JP],Но теперь эта наивная надежда оказалась растоптана.,Mas essa ingênua possibilidade foi completamente negada agora.,然而，这个天真的可能性被完全地否定掉了。,然而，這個天真的可能性被完全地否定掉了。,Ma ora quell'ingenua possibilità era stata rinnegata del tutto.,[=UP],Pero esa ingenua posibilidad había sido completamente negada ahora., ﻟﻜﻦّ ﺗﻠﻚ ﺍﻵﻣﺎﻝ ﺍﻟﻄﻔﻮﻟﻴﺔ ﺗﺤﻄّﻤﺖ ﺍﻵﻥ ﻛﻠﻴًّﺎ.
,"And, as I looked at this corpse, I became completely sure.","And, as I looked at this corpse, I became completely sure. ",[=UP],そして、この死体を見て、完全に確信する。,[=JP],"И, глядя на этот труп, я окончательно уверился.","E, ao olhar para esse cadáver, eu tive ciência disso.",并且，在看了这具尸体后，我完全地确信了。,並且，在看了這具屍體後，我完全地確信了。,"E, mentre guardavo questo cadavere, divenni del tutto certo di una cosa.",[=UP],"Y, al mirar este cadáver, estuve completamente seguro.", ﻭﺣﻴﻦ ﻧﻈﺮﺕُ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﺠﺜﻤﺎﻥ، ﺃﻳﻘﻨﺖُ ﺗﻤﺎﻡ ﺍﻟﻴﻘﻴﻦ.
,Just as Gohda‐san had once said. ......The enemy came to take lives as though these lives were pieces on a chess board.,Just as Gohda-san had once said. ...The enemy had come to take lives like pieces on a chessboard. ,Just as Gohda-san had once said.......The enemy came to take lives as though these lives were pieces on a chess board.,かつて郷田さんは言っていた。……敵は、チェスの駒を奪うかのように、命を奪ってくると。,[=JP],"Как когда‐то сказал Года‐сан. Противник пришёл, чтобы забрать жизни, как будто эти самые жизни являлись фигурами на шахматной доске.",Assim como o Gohda‐san havia dito. ......O inimigo veio para tomar vidas como se fossem peças em um tabuleiro de xadrez.,之前，乡田所说的那句话。……敌人夺人性命，就像吃掉国际象棋的棋子。,之前，鄉田所說的那句話。……敵人奪人性命，就像吃掉國際象棋的棋子。,Proprio come Gohda-san aveva detto in precedenza. ... Il nemico si è messo a mietere vite come se queste vite fossero pedine su una scacchiera.,[=UP],Como una vez dijo Gohda-san... El enemigo vino a tomar vidas como si estas fueran piezas en un tablero de ajedrez., ﻛﻤﺎ ﻗﺎﻝ ﻗﻮﺩﺍ-ﺳﺎﻥ ﺫﺍﺕ ﻣﺮّﺓ. ......ﺍﻟﻌﺪﻭّ ﻳﻘﺘﻨﺺ ﺍﻷﺭﻭﺍﺡ ﻛﻤﺎ ﻟﻮ ﻛﺎﻧﺖ ﺑﻴﺎﺩﻕ ﻋﻠﻰ ﺭﻗﻌﺔ ﺍﻟﺸﻄﺮﻧﺞ.
Ushiromiya Battler,""".........Yeah, ......there's no mistake. ......It seems that old geezer and the witch.........really don't view our lives as anything more than that......""","""......Aaaah, ...there's no mistake. ...It seems that old geezer and the witch... ...really don't view our lives as anything more than that..."" ",""".........Aaaah, ......there's no mistake.  ......It seems that old geezer and the witch, .........really don't view our lives as anything more than that......""",「………あぁ、……間違いない。……クソジジイと魔女は、………俺たちの命なんて、本当にその程度にしか思ってないらしい……。」,「………あぁ、……間違いない。……クソジジイと魔女は、………俺たちの命なんて、本当にその程度にしか思ってないらしい……」,""".........А‐а‐а‐а‐а... здесь нет никакой ошибки. ......Похоже, что старый хрыч и ведьма действительно не рассматривают наши жизни как‐либо иначе...""",""".........Sim, ......não há dúvidas. ......Parece que aquele velho filho da puta e aquela bruxa.........não veem nossas vidas como nada mais do que isso......""",「………啊啊，……毫无疑问。……看来，那混帐老头与魔女，………是真的只把我们的命当成那种程度的东西……」,「………啊啊，……毫無疑問。……看來，那混帳老頭與魔女，………是真的只把我們的命當成那種程度的東西……」,"""... Aaaah... non c'è dubbio. ... Sembra che il vecchiaccio e la strega... davvero non considerino le nostre vite come niente di più...""",[=UP],"""... Sí... no cabe duda... parece que ese viejo y la bruja... realmente ven nuestras vidas como nada más que eso...""",""".........ﺃﺟﻞ، ......ﻻ ﺭﻳﺐ ﻓﻲ ﺫﻟﻚ. ......ﻳﺒﺪﻭ ﺃﻥّ ﺟﺪﻱ ﺍﻟﺨﺮﻑ ﻭﺗﻠﻚ ﻭﺍﻟﺴﺎﺣﺮﺓ... ......ﻻ ﻳﺮﻳﺎﻥ ﻓﻲ ﺣﻴﺎﺗﻨﺎ ﺃﻛﺜﺮ ﻣﻦ ﺃﺣﺠﺎﺭٍ ﻓﻲ ﻟﻌﺒﺔٍ ﺗﺎﻓﻬﺔ......"""
