Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Turkish (TR)
,"It seemed Maria was already getting excited. She ran circles around Hideyoshi, escaping from Rosa, who was trying to catch her. ","It seemed Maria was already getting excited. She ran circles around Hideyoshi, escaping from Rosa, who was trying to catch her.",[=UP],真里亞は早くも興奮気味らしい。秀吉の周りを、ぐるぐる回りながら、取り押さえようとする楼座から逃げ回っている。,[=JP],"Было видно, что Мария уже пришла в возбуждение. Она бегала вокруг Хидэёши, убегая от Розы, пытавшейся поймать её.","Parecia que Maria já estava ficando empolgada.  Ela correu em círculos em volta de Hideyoshi, escapando de Rosa, que estava tentando pegá‐la.",真里亞看似是早早地興奮了起來。邊在秀吉邊上團團轉，邊與想要抓住她的樓座捉迷藏。,真里亚看似是早早地兴奋了起来。边在秀吉边上团团转，边与想要抓住她的楼座捉迷藏。,"Sembrava che Maria fosse già eccitata. Correva in cerchio attorno ad Hideyoshi, sfuggendo a Rosa, che cercava di acchiapparla.","Görünüşe göre Maria çoktan heyecanlanmaya başlamıştı. Hideyoshi'nin etrafında daireler çizerek koşuyor, onu yakalamaya çalışan Rosa'dan kaçıyordu."
Ushiromiya Eva,"""{e:070:.........belove..................key......}{e:100:""} ","""{e:070:.........belove..................key......}{e:100:""}",""".....................""",「…………………………。」,「…………………………」,[=OG],"""{e:070:.........amada..................chave......}{e:100:""}",[=JPC],[=JPC],"""...""","""{e:070:.........sevgil..................anahtar......}{e:100:""}"
Ushiromiya George,"""What is it, Mother? ...Do you feel sick...?"" ","""What is it, Mother? ...Do you feel sick...?""",[=UP],「どうしたの、母さん。…具合悪いの…？」,[=JP],"""Что случилось, мама? ...Ты не заболела?..""","""""O que foi, mãe? ...Não está se sentindo bem...?""",「怎麼了，媽媽。…身體不舒服嗎…？」,「怎么了，妈妈。…身体不舒服吗…？」,"""Che c'è, Madre? ... Non ti senti bene...?""","""Ne oldu Anne? ...Hasta mı hissediyorsun...?"""
Ushiromiya Hideyoshi,"""George, take our luggage and go on ahead. Your mother's probably feeling anemic, so I'll lend her a hand."" ","""George. Take the luggage and go on ahead. Your mother's probably anemic, so I'll lend her a hand.""",[=UP],「譲治。荷物を持って先に行ってなさい。母さんは貧血だろ、わしが肩を貸すわ。」,「譲治。荷物を持って先に行ってなさい。母さんは貧血だろ、わしが肩を貸すわ」,"""Джордж. Возьми багаж и иди вперёд. У твой мамы, похоже, анемия разыгралась, так что я ей помогу.""","""George. Pegue as malas e vá na frente. A sua mãe provavelmente está anêmica, então eu vou dar uma mão a ela.""",「讓治。提著行李先走吧。你媽是犯貧血了吧，由俺來扶。」,「让治。提着行李先走吧。你妈是犯贫血了吧，由俺来扶。」,"""George. Prendi i bagagli e precedici. Probabilmente tua Madre è anemica, quindi le darò una mano.""","""George. Bavulları al ve önden git. Annen muhtemelen kansız, ona yardım edeceğim."""
Ushiromiya George,"""Really...? Okay, I'll head out first."" ","""Really...? I understand, I'll go on ahead.""",[=UP],「そう…。わかったよ、先に行ってるよ。」,「そう…。わかったよ、先に行ってるよ」,"""Вот как?.. Понимаю. Тогда я пойду вперёд.""","""Mesmo...? Certo, então vou indo na frente.""",「是麼…。知道了，我先走一步了。」,「是么…。知道了，我先走一步了。」,"""Davvero...? Ho capito, andrò avanti.""","""Öyle mi...? Anladım, ben önden gidiyorum."""
,"Something odd in Eva's expression told Hideyoshi that it hadn't been a pleasant awakening, so he made George go on ahead. ","By looking at Eva's peculiar expression, Hideyoshi realized that it had not been a pleasant awakening, and made George go on ahead.","By looking at the strange appearance of Eva's expression, Hideyoshi realized that it had not been a pleasant awakening, and made George go on ahead.",秀吉は絵羽の表情の微妙な様子から、良い寝覚めではないことを察し、譲治を先に行かせた。,[=JP],"Взглянув на странное выражение лица Евы, Хидэёши понял, что её пробуждение было не из приятных, и сделал так, чтобы Джордж пошёл вперёд.","Julgando pela peculiar expressão de Eva, Hideyoshi percebeu que ela não havia tido um despertar agradável, e fez com que George fosse na frente.",秀吉從繪羽的微妙神情上，察覺到了她沒睡好，叫讓治先走了。,秀吉从绘羽的微妙神情上，察觉到了她没睡好，叫让治先走了。,"Guardando la strana espressione sul volto di Eva, Hideyoshi aveva capito che quello non era stato un risveglio piacevole, e fece avviare George.","Hideyoshi, Eva'nın tuhaf yüz ifadesine bakarak bunun tatsız bir uyanma olduğunu anladı ve George'a önden gitmesini söyledi."
,"Rudolf's family and Rosa's family also went up onto the deck, leaving only Eva and Hideyoshi inside the boat. ","Rudolf's family and Rosa's family also went up onto the deck, leaving only Eva and Hideyoshi inside the boat."," Rudolf's family and Rosa's family also went up onto the deck, leaving only Eva and Hideyoshi inside the boat.",留弗夫一家も楼座一家も、甲板に上がっていき、船内には絵羽と秀吉だけが残される。,[=JP],"Семья Рудольфа и Розы тоже вышла на палубу, оставив Еву с Хидэёши в помещении катера.","A família de Rudolf e de Rosa também já estavam indo para o deck, deixando apenas Eva e Hideyoshi dentro do barco.",留弗夫一家與樓座一家都上了甲板，留在船內的就只有繪羽與秀吉兩人。,留弗夫一家与楼座一家都上了甲板，留在船内的就只有绘羽与秀吉两人。,"Anche la famiglia di Rudolf e quella di Rosa andarono sul ponte, lasciando solo Eva e Hideyoshi sulla nave.",Rudolf'un ve Rosa'nın ailesi de güverteye çıktı ve teknenin içinde yalnızca Eva ve Hideyoshi kaldı.
,"Eva had a vague expression on her face, as though she still hadn't been able to escape from her daydream. ","Eva had a vague expression on her face, as though she still hadn't been able to escape from her daydream."," Eva had a vague expression on her face, as though she still hadn't been able to escape from her daydream.",絵羽は、未だに白昼夢から逃れられぬような、ぼんやりとした表情を浮かべているのだった。,[=JP],"На лице Евы царило туманное выражение, словно она не могла убежать от своих грёз.","Eva estava com uma vaga expressão em seu rosto, como se ela ainda não tivesse sido capaz de sair do seu devaneio.",繪羽就像是還未從白日夢中逃脫出來一般，臉上浮現著一副呆呆的神情。,绘羽就像是还未从白日梦中逃脱出来一般，脸上浮现着一副呆呆的神情。,"Eva aveva un'espressione incerta sul suo volto, come se non fosse stata ancora in grado di fuggire da quella fantasia.","Eva'nın yüzünde şaşkın bir ifade vardı, sanki hâlâ gördüğü rüyadan kopamamış gibiydi."
Ushiromiya Eva,"""............"" ","""...........................""",""".....................""",「………………………。」,「………………………」,[=OG],[=UP],[=JPC],[=JPC],"""...""",[=UP]
Ushiromiya Hideyoshi,"""...What's wrong? Why the meek face?"" ","""...What's wrong? Why the meek face?""",[=UP],「…どないしたんや。神妙な顔して。」,「…どないしたんや。神妙な顔して」,"""...В чём дело? Что за кроткое лицо?""","""...Que aconteceu contigo? Por que está com essa cara abatida?""",「…咋啦？一臉若有所思的樣子。」,「…咋啦？一脸若有所思的样子。」,"""... Cosa c'è che non va? Come mai quell'espressione mansueta?""","""...Sorun ne? Yüzün neden asık?"""
Ushiromiya Eva,"""......I wonder if I'm using George as a tool for my own revenge... ...I wonder if my childish hostility towards Nii-san has caused me to treat that child's life like a toy... Aah, what have I done, ...what have I...!"" ",""".........I...wonder if I've been using George as a tool for my own revenge... ...I wonder if my childish hostility towards Nii‐san has caused me to treat that boy's life like a toy... Aah, what have I done... What have I......!""",""".........I wonder if I'm using George as a tool for my own revenge......I wonder if my childish hostility towards Nii-san has caused me to treat that child's life like a toy... Aah, what have I done..., what have I......!""",「………私、…譲治を自分の復讐の道具にしてたんじゃないかしら…。…私の兄さんに対する子ども染みた敵対心のせいで、あの子の人生を自分の玩具にしてしまってはいないかしら…。あぁ、私は何てことを…、何てことを……！」,[=JP],""".........А не использую ли я Джорджа как инструмент для своей мести?.. ...А не побудила ли меня моя враждебность к нии‐сану относиться к моему ребёнку, как к игрушке?.. А‐ах, что же я наделала... что же я!..""",""".........Eu...me pergunto se eu estou usando o George como uma ferramenta para a minha própria vingança... ...Eu me pergunto se a minha hostilidade infantil perante o nii‐san fez com que eu tratasse a vida daquele garoto como um brinquedo... Aah, o que eu fiz...? O que eu fiz......?!""",「………我，…是不是把讓治當成了自己復仇的工具呢…？…我是不是，出於對哥的孩子氣的敵對心理，而把那孩子的人生當成了自己的玩具呢…？啊啊，我都做了些什麼…，都做了些什麼啊……？！」,「………我，…是不是把让治当成了自己复仇的工具呢…？…我是不是，出于对哥的孩子气的敌对心理，而把那孩子的人生当成了自己的玩具呢…？啊啊，我都做了些什么…，都做了些什么啊……？！」,"""... Mi chiedo se sto usando George come strumento per la mia vendetta... {n}mi chiedo se la mia ostilità infantile verso Nii-san mi abbia portata a trattare la vita di quel ragazzo come un giocattolo... aah, cosa ho fatto... cosa ho...!""",""".........Ben...acaba George'u kendi intikamım için bir araç olarak mı kullanıyordum... ...Benim Nii-san'a karşı olan çocukça düşmanlığım onun hayatına bir oyuncak muamelesi yapmama mı neden oldu... Aah, ben ne yaptım... Ne yaptım......!"""
