Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Eva,"""If you've got someone like that running things, you must be on edge constantly as well! *giggle*giggle*...!""","""If that's what's been managing your household, you must suffer to no end, Nii-san. *giggle*giggle*...!"" ","""If she's been managed like that, it must worry Nii-san to no end, huh? *giggle*giggle*...!""",「あんなのに切り盛りされてたんじゃ、兄さんも気苦労が絶えないわねぇ？　くすくすくす…！」,「あんなのに切り盛りされてたんじゃ、兄さんも気苦労が絶えないわねぇ？　くすくすくす…！」,"""Если с ней приходится обращаться таким образом, то это должно постоянно допекать тебя, нии‐сан, а? Хи‐хи!..""","""Se você tem alguém que faz as coisas assim, você deve estar sempre por um fio, não? *risos*risos*...!""",「被这种老婆管着，哥也是劳碌命啊。呵呵呵…！」,「被這種老婆管著，哥也是勞碌命啊。呵呵呵…！」,"""Se si comporta così, deve preoccupare Nii-san a non finire, eh? *giggle*giggle*...!""","""Sarà una gran fonte di preoccupazioni se gestisce così la casa, fratellone. Uhuhuhuh...!""","""Si así es como suele comportarse, debe preocupar bastante a nuestro querido Nii‐san, ¿eh? ¡*risita*risita*!""","""ﺇﺫﺍ ﻛﺎﻥ ﻫﻨﺎﻙ ﺷﺨﺺ ﻣﺜﻠﻬﺎ ﺗﺪﻳﺮ ﺍﻷﻣﻮﺭ، ﻓﻼ ﻋﺠﺐ ﻣﻦ ﺃﻧﻚ ﻗﻠﻖ ﻃﻮﺍﻝ ﺍﻟﻮﻗﺖ ﺃﻳﻀﺎ!! *ﻗﻬﻘﻬﺔ * ﻗﻬﻘﻬﺔ *…!”","""If you've got someone like that running things, you must be on edge constantly as well! *giggle*giggle*...!""","""Dengan orang seperti itu mengatur rumah, pasti selalu tegang! *cekikikan*...!""","""Eğer işleri yürüten böyle biri varsa, sen de sürekli tetikte olmalısın! *giggle*giggle*...!"""
Ushiromiya Natsuhi,"""Uuuuu... UuuuuUUUuuUUughhu!!!""","""Aaaaaaahhh. Aaaaaaaaaaaaaahhh!!!"" ","""Whaaa. WHAAAAaaaaaAAAAaAAAA!!!""",「ぅうううぅ。うううううぅううぅううぅうッ！！！」,「ぅうううぅ。うううううぅううぅううぅうッ！！！」,"""Уа‐а‐а‐а. У‐а‐а‐а‐а‐а‐а!!!""","""Uuuuu... UuuuuUUUuuUUughhu!!!""",「呜呜呜呜呜。呜呜呜呜呜呜呜呜呜呜呜呜呜！！！」,「嗚嗚嗚嗚嗚。嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚！！！」,"""Whaaa. WHAAAAaaaaaAAAAaAAAA!!!""","""Uhhhuhh. Uhhhhhuhhhhhh!!!""","""¡¡¡Uuuuu... UuuuuUUUuuUUughhu!!!""",“ﺁﺁﺁﺁﻩ. ﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﻩ!!”,"""Uuuuu... UuuuuUUUuuUUughhu!!!""","""Uuuuu... UuuuuUUUuuUUughhu!!!""","""Uuuuu... UuuuuUUUuuUUughhu!!!"""
Kumasawa Chiyo,"""......Ma‐......Madam......""","""...M-Madam......"" ","""...Ma, ......Madam......""",「……お、……奥様……、」,「……お、……奥様……、」,"""Ма... мадам...""","""......Ma‐......Madame......""",「……太、……太太……」,「……太、……太太……」,"""... Ma... Madame...""","""...M-Madame...""","""... S‐Señora...""",“…ﺳـ،…. ﺳﻴﺪﺗﻲ…..”,"""......Ma‐......Madam......""","""......Nyo-......Nyonya......""","""......Ma-......Madam......"""
Ushiromiya Natsuhi,"""It's nothing...! Leave me be...!!""","""It's nothing...! Leave me be...!!"" ","""It's nothing...! Leave me be...!!""",「何でもありません…！　下がりなさい…！！」,「何でもありません…！　下がりなさい…！！」,"""Ничего особенного!.. Просто оставьте меня!..""","""Não é nada...! Me deixe sozinha...!!""",「我没事…！退下…！！」,「我沒事…！退下…！！」,"""Non è niente...! Lasciami stare...!!""","""Non è niente...! Lasciami sola...!!""","""¡No es nada! ¡¡Solo déjame!!""",“ﻻ ﺷﻲﺀ…! ﺍﺗﺮﻛﻴﻨﻲ ﻟﻮﺣﺪﻱ……!!”,"""It's nothing...! Leave me be...!!""","""Bukan apa-apa...! Biarkan aku sendiri...!!""","""Bir şey yok...! Beni yalnız bırak...!!"""
,"Natsuhi flew into her room...and bent over the bed, wailing.","Natsuhi flew into her room and threw herself onto her bed, lamenting... ","Natsuhi flew into her room and bent over the bed, lamenting...",夏妃は自分の寝室に飛び込むと、…ベッドに伏して号泣した。,夏妃は自分の寝室に飛び込むと、…ベッドに伏して号泣した。,"Нацухи забежала в свою комнату и склонилась над кроватью, причитая...","Natsuhi foi para o seu quarto...inclinando‐se sobre a cama, gemendo.",夏妃飞奔回自己的卧室，扑在床上嚎啕大哭起来。,夏妃飛奔回自己的臥室，撲在床上嚎啕大哭起來。,"Natsuhi corse nella sua stanza e si sdraiò sul letto, lamentandosi...","Natsuhi corse nella sua stanza... e si gettò sul letto, piangendo disperatamente.","Natsuhi corrió hacia su habitación y se dobló en la cama, lamentándose.",ﺃﺳﺮﻋﺖ ﻧﺎﺗﺴﻮﻫﻲ ﺇﻟﻰ ﻏﺮﻓﺘﻬﺎ ﻭﺍﺭﺗﻤﺖ ﻋﻠﻰ ﺍﻟﺴﺮﻳﺮ، ﺗﺒﻜﻲ…,"Natsuhi flew into her room...and bent over the bed, wailing.",Natsuhi masuk ke kamarnya...dan menangis tersedu di atas tempat tidur.,Natsuhi odasına koştu...ve ağlayarak yatağın üzerine eğildi.
,Those heartwrenching sobs reached Kumasawa in the hallway...,Those heartwrenching sobs reached Kumasawa in the hallway... , Those heartwrenching sobs reached Kumasawa in the hallway...,その胸を掻き毟るような泣き声は廊下の熊沢の耳にも届くのだった…。,その胸を掻き毟るような泣き声は廊下の熊沢の耳にも届くのだった…。,Эти душераздирающие рыдания достигли Кумасавы в коридоре...,"Aqueles soluços de partir o coração chegaram até Kumasawa, que estava no corredor...",让人揪心的哭声也传到了在走廊上的熊泽的耳朵里…。,讓人揪心的哭聲也傳到了在走廊上的熊澤的耳朵裡…。,Quei lamenti strazianti raggiunsero Kumasawa nel corridoio...,"Quei lamenti strazianti raggiunsero Kumasawa, che si trovava nel corridoio...",Esos desgarradores sollozos llegaron a los oídos de Kumasawa en el corredor.,ﺗﻠﻚ ﺍﻟﺸﻬﻘﺎﺕ ﺍﻟﺘﻲ ﺗﻮﺟﻊ ﺍﻟﻘﻠﺐ ﻭﺻﻠﺖ ﺇﻟﻰ ﻣﺴﺎﻣﻊ ﻛﻮﻣﺎﺳﺎﻭﺍ ﻓﻲ ﺍﻟﻤﻤﺮ…..,Those heartwrenching sobs reached Kumasawa in the hallway...,Isakannya yang menyayat hati terdengar oleh Kumasawa di lorong...,Bu yürek burkan hıçkırıklar koridordaki Kumasawa'ya ulaştı...
Kumasawa Chiyo,"......How heartrending, Madam Natsuhi...",......Poor Madam Natsuhi... ,......Poor Madam Natsuhi...,……おいたわしや奥様…。,……おいたわしや奥様…。,......Бедная мадам Нацухи...,......Coitada da madame...,……太太真是太可怜了……。,……太太真是太可怜了……。,... Povera Madame Natsuhi...,"...Madame, mi si strugge il cuore...",Pobre señora Natsuhi...,……..ﺍﻟﺴﻴﺪﺓ ﻧﺎﺗﺴﻮﻫﻲ ﺍﻟﻤﺴﻜﻴﻨﺔ…,"......How heartrending, Madam Natsuhi...","......Sedih sekali, Nyonya Natsuhi...","......Ne kadar yürek parçalayıcı, Madam Natsuhi..."
Kumasawa Chiyo,There is a deep enmity between her and Eva‐sama.,There is a deep enmity between her and Eva-sama. , There is a deep enmity between her and Eva-sama.,奥様と絵羽さまは犬猿の仲。,奥様と絵羽さまは犬猿の仲。,Они с Евой‐сама глубоко враждуют друг с другом.,Existe uma profunda inimizade entre ela e a Eva‐sama.,太太和绘羽夫人水火不相容。,太太和繪羽夫人水火不相容。,Madame ed Eva-sama hanno un orribile rapporto.,La madame e la signora Eva non si possono proprio vedere.,Hay una profunda enemistad entre ella y Eva‐sama.,ﺗﻮﺟﺪ ﻋﺪﺍﻭﺓ ﺷﺪﻳﺪﺓ ﺑﻴﻨﻬﺎ ﻭﺑﻴﻦ ﺇﻳﻔﺎ-ﺳﺎﻣﺎ.,There is a deep enmity between her and Eva‐sama.,Permusuhan antara dia dan Eva-sama sangat dalam.,Eva-sama ile aralarında derin bir düşmanlık var.
Kumasawa Chiyo,...Explaining their relationship is very draining for a woman such as myself...,"Explaining their relationship would be very trying for me, as a woman... ", Explaining their relationship would be very tiresome for a woman such as myself...,…このお二人の関係を説明するのは、女の私にはとてもしんどくございます…。,…このお二人の関係を説明するのは、女の私にはとてもしんどくございます…。,"Объяснить их отношения было бы слишком утомительно для такой старой женщины, как я...",...Explicar a relação delas é algo extremamente desgastante para uma mulher como eu...,…要说清两人的关系，对同为女人的我来说也是非常费劲的…。,…要說清兩人的關係，對同為女人的我來說也是非常費勁的…。,Spiegare la loro relazione è davvero problematico per me come donna...,"In quanto donna, spiegare il rapporto tra loro due mi metterebbe in grossi guai...",Explicar su relación sería muy cansado para una mujer como yo...,ﺳﻴﻜﻮﻥ ﺷﺮﺡ ﻋﻼﻗﺘﻬﻤﺎ ﻣﺮﻫﻘﺎ ﺟﺪﺍ ﺑﺎﻟﻨﺴﺒﺔ ﺇﻟﻰ ﺍﻣﺮﺃﺓ ﻣﺜﻠﻲ…,...Explaining their relationship is very draining for a woman such as myself...,...Menceritakan hubungan mereka sangat melelahkan bagiku...,...Onların ilişkisini açıklamak benim gibi bir kadın için çok yorucu...
Kumasawa Chiyo,"The Ushiromiya family holds its bloodline in high regard, but if a daughter marries into another family, they would normally be removed from the family hierarchy.","The Ushiromiya family holds blood in high regard, but if a woman marries and leaves the family, they are normally removed from the family register. "," The Ushiromiya family held blood in high regard, but if someone married outside the family, they were normally removed from the family hierarchy.",右代宮家は血を特に重んじられますが、嫁いで家を出れば、本来は序列から除籍されます。,右代宮家は血を特に重んじられますが、嫁いで家を出れば、本来は序列から除籍されます。,"Семья Уширомия следовала чистоте крови, но если кто‐нибудь брал жену за пределами семьи, они, как правило, исключались из семейной иерархии.","A família Ushiromiya se importa muito com a linhagem sanguínea, mas se a filha se casa e passa a fazer parte de outra família, ela normalmente seria removida da hierarquia da família.",右代宫家对血缘是看得非常重的，只要出嫁了，照理来说就会从序列中除籍。,右代宮家對血緣是看得非常重的，只要出嫁了，照理來說就會從序列中除籍。,"La famiglia Ushiromiya tiene il sangue in alta considerazione, ma se qualcuno si sposa al di fuori della famiglia, normalmente viene rimosso dalla gerarchia della famiglia.","La famiglia Ushiromiya dà grande importanza al proprio sangue, ma normalmente, se una donna si marita e lascia la famiglia, essa verrebbe espulsa dalla gerarchia...","La familia Ushiromiya le da una enorme importancia a su linaje, por lo que si una hija de la familia se casa con alguien fuera de esta, normalmente serían excluidos de la jerarquía familiar.",ﺇﻥ ﺩﻣﺎﺀ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺗﻮﻟﻰ ﻗﺪﺭﺍ ﻛﺒﻴﺮﺍ ﻣﻦ ﺍﻷﻫﻤﻴﺔ، ﺇﺫﺍ ﺗﺰﻭﺝ ﺷﺨﺺ ﻣﺎ ﺧﺎﺭﺝ ﺍﻷﺳﺮﺓ، ﻓﻌﺎﺩﺓ ﻣﺎ ﻳﺘﻢ ﺇﺯﺍﻟﺘﻪ ﻣﻦ ﺳﺠﻞ ﺍﻟﻌﺎﺋﻠﺔ…,"The Ushiromiya family holds its bloodline in high regard, but if a daughter marries into another family, they would normally be removed from the family hierarchy.","Keluarga Ushiromiya sangat menjunjung tinggi garis keturunan, tapi jika seorang putri menikah ke keluarga lain, biasanya akan dikeluarkan dari hirarki.","Ushiromiya ailesi kendi soyuna büyük saygı duyar, ancak bir kız evlat başka bir aileye gelin giderse, normalde aile hiyerarşisinden çıkarılır."
Kumasawa Chiyo,"......So, under normal circumstances, Eva‐sama should have been removed when she married Hideyoshi‐sama.","...Thus, under normal circumstances, Eva-sama should have been removed when she married Hideyoshi-sama. ","...Thus, under normal circumstances, Eva-sama should have been removed when she married Hideyoshi-sama.",……ですから絵羽さまも本来は、秀吉さまとのご成婚の際に除籍されるはずだったのです。,……ですから絵羽さまも本来は、秀吉さまとのご成婚の際に除籍されるはずだったのです。,"...Поэтому при обычных обстоятельствах Еву‐сама должны были бы исключить, когда она вышла за Хидэёши‐сама.","......Por isso, sob circunstâncias normais, a Eva‐sama deveria ter sido removida quando se casou com o Hideyoshi‐sama.",……所以绘羽夫人，本来应该是在和秀吉先生成婚时被除籍的。,……所以繪羽夫人，本來應該是在和秀吉先生成婚時被除籍的。,"... Quindi, in circostanze normali, Eva-sama avrebbe dovuto essere rimossa quando sposò Hideyoshi-sama.","Perciò, la signora Eva di norma avrebbe dovuto essere espulsa nel momento in cui sposò il signor Hideyoshi.","Por lo tanto, en circunstancias normales, Eva‐sama habría sido removida al momento de casarse con Hideyoshi‐sama.",…ﻭﻫﻜﺬﺍ، ﻓﻲ ﻇﻞ ﺍﻟﻈﺮﻭﻑ ﺍﻟﻌﺎﺩﻳﺔ، ﻛﺎﻥ ﻳﻨﺒﻐﻲ ﺇﺯﺍﻟﺔ ﺇﻳﻔﺎ-ﺳﺎﻣﺎ ﻋﻨﺪﻣﺎ ﺗﺰﻭﺟﺖ ﻫﻴﺪﻳﻮﺷﻲ-ﺳﺎﻣﺎ.,"......So, under normal circumstances, Eva‐sama should have been removed when she married Hideyoshi‐sama.",......Jadi seharusnya Eva-sama dikeluarkan saat menikahi Hideyoshi-sama.,"......Dolayısıyla, normal şartlar altında Eva-sama'nın Hideyoshi-sama ile evlendiğinde uzaklaştırılması gerekirdi."
Kumasawa Chiyo,"However, ...and this was not anyone's fault.","However, ...there is no one deserving of blame in this matter. ", However......this was not anyone's fault.,ところが、…これは誰のせいでもありません。,ところが、…これは誰のせいでもありません。,Однако... в этом не было ничьей вины.,"Contudo, ...isso não é culpa de ninguém.",然而，…这怪不到任何人头上。,然而，…這怪不到任何人頭上。,Ad ogni modo... questo non è stato colpa di nessuno.,Eppure... non è stata colpa di nessuno.,Sin embargo... y no digo que esto fuese culpa de nadie.,ﻭﻟﻜﻦ… ….ﻟﻢ ﻳﻜﻦ ﻫﺬﺍ ﺧﻄﺄ ﺃﻱ ﺷﺨﺺ.,"However, ...and this was not anyone's fault.","Tapi, ...dan ini bukan salah siapa-siapa.","Ancak, ...bu kimsenin suçu değildi."
Kumasawa Chiyo,Madam definitely bore no guilt.{n}There's no way to say it other than calling it a whim of God.,The Madam certainly bears no guilt. {n}There nothing to call it other than a whim of God. , Madam definitely bore no guilt.{n} There's no way to say it other than calling it a whim of god.,増してや奥様のせいであろうはずもありません。{n}神さまの気まぐれとしか言いようがありません。,増してや奥様のせいであろうはずもありません。{n}神さまの気まぐれとしか言いようがありません。,"Мадам точно ни в чём не виновата.{n}Как это ещё назвать, кроме как не прихотью Бога.",A madame definitivamente não tem culpa nenhuma.{n}Não há como dizer que isso não seja um capricho de Deus.,更没理由说是太太的错。{n}只能说这是上天的不公。,更沒理由說是太太的錯。{n}只能說這是上天的不公。,Madame sicuramente non ha colpa. {n}Non può essere definito in nessun altro modo se non un capriccio di una divinità.,E di certo non è colpa della madame.{n}Si potrebbe definirlo solo come un capriccio degli dei...,La señora definitivamente no tuvo la culpa.{n}No hay otra forma de decirlo más que un capricho de Dios.,ﺳﻴﺪﺗﻲ ﺑﺎﻟﺘﺄﻛﻴﺪ ﻻ ﺗﺘﺤﻤﻞ ﺃﻱ ﺫﻧﺐ.{n}ﻭﺣﺪﻩ ﻗﺪﺭ ﺍﻹﻟﻪ ﻫﻮ ﺍﻟﻤﺴﺆﻭﻝ. ,Madam definitely bore no guilt.{n}There's no way to say it other than calling it a whim of God.,Nyonya sama sekali tidak bersalah.{n}Ini hanya kehendak Tuhan.,Madam kesinlikle suçluluk duymuyordu.{n}Buna Tanrı'nın bir lütfu demekten başka bir yol yok.
