Speaker,Steam (ST)
,"As Shannon giggled, George finally realized that his own lack of confidence had hurt her... "
Shannon,"""...I've fallen for a wonderful man named Ushiromiya George-san. And this is a man who has sworn to love me all his life, and who has given me a ring as a sign of this oath. With this ring here on my ring finger, I can give an honest confession."" "
Ushiromiya George,"""Sure."" "
Shannon,"""Yes, as you said, ...I did like Battler-sama six years ago. I think I probably liked him more than you."" "
Shannon,"""However, that was six years ago. Now, things are different. In these six years, I've sorted out my feelings for Battler-sama, and cut myself off from them along with the memories of the past. Now, I exist only to love you."" "
,Shannon spoke clearly and strongly... 
,"George gave a single, uncertain laugh. It was probably the same sort of laugh the George of six years ago had made. "
,"Then, he stretched resolutely and hugged Shannon without saying a word. In that moment, he said goodbye to the person he had been six years ago... "
Ushiromiya Hideyoshi,"""I've got the ladder...! Here we go!"" "
Ushiromiya Rosa,"""<Quadrillion>. ...This is the only place you'll find that number written on this island."" "
Ushiromiya Eva,"""One tenth of ten quadrillion... How suspicious."" "
Ushiromiya Kyrie,"""If our idea is right, there should be some sort of device embedded in that relief."" "
Ushiromiya Krauss,"""We just need to check. Who's going up?"" "
Ushiromiya Rudolf,"""I'll go. Hold that ladder down, okay?"" "
Ushiromiya Natsuhi,"""Be careful. It is fairly high up..."" "
,"Rudolf climbed up the propped-up ladder. Step by step, as the rain poured down on him... "
Ushiromiya Kyrie,"""Look at the ""q"". See anything? Some sort of device?"" "
Ushiromiya Rudolf,"""Nnn... Ladder's a bit shaky. ...Hmm? Oh boy..."" "
Ushiromiya Eva,"""What is it?! Did something happen?!"" "
Ushiromiya Rudolf,"""...Heheh... Bingo. Take a look at this."" "
,"Rudolf tossed the ""q"" down. It hit Krauss on the shoulder and landed in a puddle. "
Ushiromiya Rosa,"""This is...the key!"" "
Ushiromiya Hideyoshi,"""What does it mean?! Rudolf-kun, don't tell me you can take out the other letters too?!"" "
Ushiromiya Rudolf,"""...Yeah, looks like it. Guess our crazy theories weren't far off after all! What's the next letter to take out?!"" "
Ushiromiya Natsuhi,"""U-Ummm, ""i""! And then ""l""!"" "
,"Following her instructions, Rudolf removed the six letters of the first twilight... "
,"Now that they'd gotten this far, ...nothing stood in the way of them solving the riddle. "
,"By trial and error, ...they finally reached the final stage. "
Ushiromiya Krauss,"""It says to gouge starting from the head, which must mean going from left to right."" "
Ushiromiya Kyrie,"""Rudolf-san! Starting from the left, turn the keys before taking them out!"" "
Ushiromiya Rudolf,"""Got it...! "
Ushiromiya Rudolf,"Now, we've massacred all of the letters. We reached the ninth twilight, and none are left alive."" "
Ushiromiya Rosa,"""So?! Did something happen?"" "
Ushiromiya Rudolf,"""It felt like something clicked, but nothing changed. Did a hidden door open up somewhere?"" "
Ushiromiya Hideyoshi,"""H-Hey! Look at that! It moved, I'm sure it did!!"" "
Ushiromiya Eva,"""......?! Everyone, look! The lion statue's facing the other way...!"" "
Ushiromiya Natsuhi,"""Wh-What is going on? Is there some secret inside the lion statue...?!"" "
Ushiromiya Krauss,"""...That's not it. It's probably telling us to look where the lion's pointing. See? Look that way."" "
Ushiromiya Rosa,"""That lion's facing a different way too...! What does it mean?!"" "
Ushiromiya Eva,"""It's guiding us, stupid! We have to go in the direction the lions face...!"" "
,Eva dashed forward. The others all chased after her. 
,...The gold was right in front of them. 
Ushiromiya Krauss,"""...Now this is a surprise. Who would have thought that a hidden stairway like this existed?"" "
Ushiromiya Eva,"""It makes sense now. Father didn't like people going near the chapel..."" "
Ushiromiya Rosa,"""...I wonder how long that device has been there. Judging by the feel of this underground passage, probably for quite a long time..."" "
Ushiromiya Kyrie,"""I imagine it was built at nearly the same time as the mansion itself. ...The riddle of the epitaph was probably also planned many decades ago."" "
Ushiromiya Rudolf,"""Well, this is Dad we're talking about. ...I try not to let the things he does surprise me, but this..."" "
Ushiromiya Natsuhi,"""Just how far does this stairway go...?"" "
Ushiromiya Hideyoshi,"""Hey, maybe that old rumor was true. ...You know, the story about him having a mistress in a hidden mansion somewhere in the forest."" "
Ushiromiya Krauss,"""I see. It's likely that this underground passage goes all the way there."" "
Ushiromiya Rosa,"""...I wonder if it connects to the mansion from that day..."" "
Ushiromiya Eva,"""I think we've found the goal. ...Look at that filthy door. Something's written on it."" "
Ushiromiya Rudolf,"""...Whew. Bingo."" "
,Something was written on the door in red paint. 
,"On the tenth twilight, at journey's end, you shall attain to the power of the Golden Land's treasures, once and for the last time... "
Ushiromiya Kyrie,"""Does it open...?"" "
Ushiromiya Eva,"""It does. ...Ready? I'm going to open it."" "
Ushiromiya Krauss,"""So, we've finally reached the gold..."" "
Ushiromiya Hideyoshi,"""We can only hope...that such a sweet deal's really true."" "
Ushiromiya Rosa,"""Let's open it, Nee-san."" "
Ushiromiya Eva,"""Right. I'm opening it."" "
,The heavy door...opened slowly... 
,"Then, the gold-filled underground VIP room showed itself... "
,They only had an instant to admire its splendid furnishings. 
,"As soon as the mountain of gold next to the canopy bed came into sight, they all froze, stunned. "
,"After a second, the stunned silence faded and was replaced by cries of astonishment and wild joy... "
Ushiromiya Krauss,"""......Incredible!! Haha, hahhahahahahahaha!!"" "
Ushiromiya Rosa,"""I-I can't believe it... It's 20 billion yen in gold...!! It really...does exist!!"" "
Ushiromiya Kyrie,"""What a shining mountain. It almost blinds the eyes..."" "
Ushiromiya Hideyoshi,"""Uhhahahahahahahaha!! We did it! We did it!! We win this game!!"" "
Ushiromiya Natsuhi,"""......Y-You mustn't touch it without permission! This is Father's gold!!"" "
Ushiromiya Eva,"""Oh, really?! Then why don't you call Father down here now! Right away!! The time for your farce is over and done with!!"" "
Ushiromiya Rudolf,"""Natsuhi nee-san, let's put an end to the obvious lies, shall we? We have a real mountain of gold right here! Shouldn't we all be honest with each other?"" "
Ushiromiya Eva,"""Fortunately, we're all in a good mood and feeling very gracious now. Just give it up already!"" "
Ushiromiya Natsuhi,"""Nng...!"" "
,A pile of gold this massive carries magical power within it. That power draws out the most honest feelings within people. 
,"The light from the chandelier glinted off the golden mountain, lighting them up with its golden sparkle. "
,It was as though the sparkle controlled everyone present. 
,"For some time, they forgot their age... and howled and laughed, running about and rolling around like a bunch of excited kindergartners at a park... "
Ushiromiya Ange,"""...What is all this? What's it supposed to mean?"" "
Ushiromiya Lion,"""Before the crimes, ...the epitaph has been solved, ...and by all of the siblings together..."" "
Ushiromiya Ange,"""That hasn't happened in any of the games before now."" "
Ushiromiya Lion,"""...Supposedly, {f:5:Beatrice} decided not to commit the crime if the epitaph was solved..."" "
Ushiromiya Ange,"""Yeah, supposedly. ...Hmph. We'll see about that."" "
,"Ange snorted, ...but I believed. "
,...This is what Clair decided. 
,"Because she entrusted everything to the roulette of fate, she'll obey the result. "
,"She let the roulette decide her own fate specifically because ""they"" couldn't decide on their own. "
,"So, she'll do what it says. She'll follow her own rule. "
,She'll definitely keep her promise. 
Ushiromiya Lion,"""I don't think the crime will occur."" "
Ushiromiya Ange,"""...Are you sure about that?"" "
Ushiromiya Lion,"""Yes. ...Her roulette has already made its decision. This is the end of her game."" "
Ushiromiya Ange,"""If it's the end, what happens next? Do they all become happy rich people and leave the family conference unharmed? Does my family get an ingot that isn't chocolate as a parting gift before coming back to me? Will it be a happy end for everyone? You think those witches would chain us to chairs to show us a naive dream like that?!"" "
Ushiromiya Lion,"""......Nnn..."" "
,"When she showed off the chain on her wrist with a clank, I was unable to counter her with confidence. "
,But I want to believe. 
,"Though this might be the least exciting ending, Clair's game has now reached an end. "
,"...Perhaps, just once at the end, she wanted to show us a world where no crime occurs. "
,"Now that she has disappeared with no regrets, is she leaving us a parting gift in the form of a game where no crime takes place, in a sense, the most peaceful sort of game? "
,I want to believe. 
,"...If only these heavy, cold chains weren't holding us in place in this theater. "
Ushiromiya Rosa,"""I-Is someone there?!?!"" "
,Rosa's shrill cry brought the celebrating to an immediate stop. 
,Rosa knew she'd seen it. 
,"The curtain against the wall had fluttered, and a shadow had been there behind it. "
Ushiromiya Rudolf,"""...C'mon, don't do that. You're just imagining things..."" "
Ushiromiya Eva,"""Is someone there?! If you are, come out...!"" "
,"When Eva yelled, ...the curtain shook. "
,"And then, ...a witch wearing a black dress appeared from the other side... "
,"In an instant, everyone realized that the dress was the same as the one worn by the witch of the portrait, ...and they realized one more thing. "
,This person...was the owner of this room. 
{f:5:Beatrice},"""...Welcome to the room of the gold."" "
,"Her face and her voice were expressionless, blank. "
,"The others all looked at each other, wondering who should respond. Rudolf was the first to speak. "
Ushiromiya Rudolf,"""...So, you are {f:5:Beatrice}."" "
